index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
1382,2020/6/24,9621.49,9451.15,9437.336,9544.2855,9511.924333,9258.358667,-70.41,-0.73%,33.74%,22.50%,1311.697289,0.156207748,-0.006389278,149.93%,-0.01,0.5,-0.94
1383,2020/6/25,9276.58,9446.436,9431.987,9518.3865,9524.488333,9287.143,-344.91,-3.58%,28.06%,22.51%,1310.228389,0.155819352,-0.008194911,124.64%,-0.01,0.25,-2.44
1384,2020/6/26,9240.85,9423.12,9413.402,9499.2415,9537.755,9312.836,-35.73,-0.39%,26.57%,22.56%,1308.781264,0.1554433,-0.012019076,117.78%,-0.02,0.18,0.01
1385,2020/6/27,9154.45,9397.054,9376.247,9473.4425,9536.318667,9335.565833,-86.4,-0.93%,23.95%,22.59%,1307.238831,0.155071514,-0.014603609,106.04%,-0.01,0.06,-0.74
1386,2020/6/28,9004.23,9259.52,9331.189,9435.9615,9517.486,9356.214167,-150.22,-1.64%,24.72%,22.62%,1305.598568,0.154712789,-0.027104427,109.30%,-0.01,0.09,-2.21
1387,2020/6/29,9127.47,9160.716,9305.933,9403.2055,9507.535667,9362.044833,123.24,1.37%,27.33%,22.60%,1303.412145,0.154261016,-0.036478398,120.94%,0,0.21,-1.12
1388,2020/6/30,9185.35,9142.47,9294.453,9373.7155,9490.444,9371.321167,57.88,0.63%,28.01%,22.61%,1301.031973,0.153776504,-0.036665724,123.85%,0.01,0.24,-1.89
1389,2020/7/1,9133.97,9121.094,9272.107,9335.8075,9479.881667,9376.476333,-51.38,-0.56%,31.53%,22.66%,1298.442122,0.153274388,-0.037847273,139.14%,0,0.39,-2.79
1390,2020/7/2,9236.38,9137.48,9267.267,9333.3055,9447.62,9380.852333,102.41,1.12%,26.07%,22.63%,1294.659075,0.152599708,-0.032827315,115.21%,0,0.15,-1.09
1391,2020/7/3,9087.98,9154.23,9206.875,9314.706,9433.033667,9383.9195,-148.4,-1.61%,23.68%,22.59%,1292.539459,0.152175298,-0.029556098,104.82%,0,0.05,-2.58
1392,2020/7/4,9072.42,9143.22,9151.968,9294.652,9413.513,9387.027667,-15.56,-0.17%,23.41%,22.51%,1290.412082,0.151754605,-0.028713298,103.97%,0,0.04,-1.38
1393,2020/7/5,9131.31,9132.412,9137.441,9284.714,9391.404667,9388.700167,58.89,0.65%,17.68%,22.38%,1288.377811,0.151340368,-0.027577628,79.00%,-0.01,-0.21,-0.43
1394,2020/7/6,9089.09,9123.436,9122.265,9267.8335,9373.582667,9387.3385,-42.22,-0.46%,11.31%,22.27%,1287.849503,0.151147862,-0.026686346,50.79%,-0.01,-0.49,-0.83
1395,2020/7/7,9348.91,9145.942,9141.711,9258.979,9362.865333,9376.445667,259.82,2.86%,16.24%,22.23%,1289.03422,0.151170902,-0.023168477,73.05%,-0.01,-0.27,1.55
1396,2020/7/8,9256.23,9179.592,9166.911,9249.05,9346.278,9367.0195,-92.68,-0.99%,18.40%,22.18%,1289.653502,0.151124697,-0.017834479,82.95%,-0.01,-0.17,-0.79
1397,2020/7/9,9440.07,9253.122,9198.171,9252.052,9334.860667,9365.564167,183.84,1.99%,15.34%,22.11%,1290.284408,0.151040005,-0.008756281,69.38%,-0.02,-0.31,2.19
1398,2020/7/10,9238.04,9274.468,9203.44,9248.9465,9316.957,9373.623833,-202.03,-2.14%,15.17%,22.10%,1291.031906,0.151024619,-0.004560395,68.61%,-0.01,-0.31,-0.7
1399,2020/7/11,9287.4,9314.13,9218.783,9245.445,9296.799333,9384.793,49.36,0.53%,13.62%,22.06%,1291.586858,0.150966024,0.001864154,61.76%,-0.01,-0.38,1.13
1400,2020/7/12,9235.96,9291.54,9218.741,9243.004,9295.117333,9391.816833,-51.44,-0.55%,13.95%,22.07%,1292.25243,0.150940304,-0.000384862,63.22%,0,-0.37,-0.06
1401,2020/7/13,9295.9,9299.474,9239.533,9223.204,9289.648333,9391.649667,59.94,0.65%,5.13%,22.05%,1292.944215,0.150905157,0.001057701,23.26%,0,-0.77,1.04
1402,2020/7/14,9238.13,9259.086,9256.104,9204.036,9281.802667,9382.446667,-57.77,-0.62%,4.81%,22.02%,1293.740817,0.150959612,-0.002447441,21.86%,0.01,-0.78,-0.03
1403,2020/7/15,9254.52,9262.382,9268.425,9202.933,9279.284333,9381.628833,16.39,0.18%,6.11%,21.99%,1294.611513,0.151018311,-0.001821513,27.76%,0.01,-0.72,0.47
1404,2020/7/16,9193.51,9243.604,9278.867,9200.566,9271.511333,9378.425667,-61.01,-0.66%,3.29%,21.96%,1295.383762,0.151062493,-0.003010009,15.00%,0,-0.85,0.16
1405,2020/7/17,9131,9222.612,9257.076,9199.3935,9258.344667,9369.452333,-62.51,-0.68%,2.47%,21.93%,1295.816433,0.151090496,-0.003859509,11.27%,0,-0.89,0.21
1406,2020/7/18,9154.19,9194.27,9246.872,9206.8915,9248.324,9360.032667,23.19,0.25%,5.18%,21.91%,1296.288851,0.151121889,-0.005844735,23.64%,0,-0.76,0.67
1407,2020/7/19,9174.71,9181.586,9220.336,9209.2535,9241.48,9349.848833,20.52,0.22%,6.36%,21.90%,1297.011787,0.151160278,-0.006480997,29.02%,0,-0.71,0.52
1408,2020/7/20,9214.66,9173.614,9217.998,9210.719,9238.630333,9344.915333,39.95,0.44%,5.65%,21.89%,1297.859787,0.151201844,-0.007037443,25.79%,0,-0.74,0.69
1409,2020/7/21,9163.87,9167.686,9205.645,9212.214,9232.178333,9346.687,-50.79,-0.55%,5.83%,21.88%,1298.533029,0.151237289,-0.006985603,26.65%,0,-0.73,-0.05
1410,2020/7/22,9392.66,9220.018,9221.315,9220.028,9235.774333,9350.443667,228.79,2.50%,11.98%,21.88%,1299.898732,0.151324905,-0.001706011,54.74%,0,-0.45,1.96
1411,2020/7/23,9537.4,9296.66,9245.465,9242.499,9230.624333,9356.428333,144.74,1.54%,13.16%,21.89%,1301.702209,0.151422924,0.007153976,60.14%,0,-0.4,1.7
1412,2020/7/24,9613.11,9384.34,9282.963,9269.5335,9230.345,9371.134667,75.71,0.79%,15.44%,21.90%,1303.817314,0.151553551,0.016683558,70.51%,0,-0.29,1.62
1413,2020/7/25,9551.28,9451.664,9312.639,9290.532,9239.501667,9381.995,-61.83,-0.64%,11.21%,21.89%,1305.542821,0.151634936,0.02296253,51.21%,0.01,-0.49,0.79
1414,2020/7/26,9707.5,9560.39,9364.038,9321.4525,9255.056667,9396.405833,156.22,1.64%,9.12%,21.89%,1308.074448,0.151819954,0.032990974,41.69%,0.02,-0.58,2.39
1415,2020/7/27,9938.83,9669.624,9444.821,9350.9485,9281.202667,9408.760667,231.33,2.38%,5.89%,21.87%,1311.587359,0.152125927,0.041850323,26.94%,0.03,-0.73,2.87
1416,2020/7/28,11042.4,9970.624,9633.642,9440.257,9349.141667,9433.313833,1103.57,11.10%,18.99%,21.90%,1322.62126,0.153243019,0.066474801,86.72%,0.05,-0.13,8.81
1417,2020/7/29,10934.94,10234.99,9809.665,9515.0005,9409.390667,9458.463167,-107.46,-0.97%,15.08%,21.91%,1332.759054,0.154254184,0.087742061,68.81%,0.05,-0.31,1.44
1418,2020/7/30,11102.67,10545.268,9998.466,9608.232,9473.301333,9481.872667,167.73,1.53%,18.95%,21.93%,1343.713631,0.155363087,0.11315661,86.42%,0.06,-0.14,4.05
1419,2020/7/31,11114.93,10826.754,10193.572,9699.6085,9539.333333,9509.6075,12.26,0.11%,18.52%,21.94%,1355.166857,0.156509258,0.134959187,84.43%,0.06,-0.16,3.79
1420,2020/8/1,11343.88,11107.764,10388.694,9805.0045,9609.583333,9528.601667,228.95,2.06%,21.79%,21.93%,1368.6984,0.157874003,0.155904852,99.35%,0.07,-0.01,5.93
1421,2020/8/2,11823.69,11264.022,10617.323,9931.394,9700.773667,9566.903667,479.81,4.23%,29.05%,21.97%,1387.735169,0.159814277,0.161146769,132.20%,0.07,0.32,7.22
1422,2020/8/3,11077.77,11292.588,10763.789,10023.376,9767.618667,9590.565833,-745.92,-6.31%,20.91%,21.94%,1398.607949,0.160870334,0.156124987,95.30%,0.04,-0.05,1.38
1423,2020/8/4,11242.57,11320.568,10932.918,10122.7785,9837.994,9614.699333,164.8,1.49%,16.93%,21.89%,1410.90263,0.162070222,0.150698811,77.35%,0.03,-0.23,7.27
1424,2020/8/5,11194.25,11336.432,11081.593,10222.8155,9908.166,9640.874333,-48.32,-0.43%,14.75%,21.85%,1421.344879,0.163106237,0.144150391,67.49%,0.03,-0.33,5.9
1425,2020/8/6,11750.28,11417.712,11262.738,10353.7795,9988.211667,9675.5385,556.03,4.97%,19.81%,21.86%,1437.022514,0.164697047,0.143118746,90.63%,0.03,-0.09,9.25
1426,2020/8/7,11772.94,11407.562,11335.792,10484.717,10072.102,9709.19,22.66,0.19%,18.83%,21.85%,1452.501807,0.166264212,0.13259,86.19%,0.03,-0.14,5.52
1427,2020/8/8,11605.6,11513.128,11402.858,10606.2615,10144.28633,9739.5735,-167.34,-1.42%,14.20%,21.84%,1465.465466,0.167568136,0.134937207,65.04%,0.02,-0.35,5.03
1428,2020/8/9,11767.6,11618.134,11469.351,10733.9085,10228.605,9772.781,162,1.40%,19.41%,21.86%,1478.809558,0.168922664,0.135847361,88.80%,0.01,-0.11,7.3
1429,2020/8/10,11684.06,11716.096,11526.264,10859.918,10308.49367,9802.6465,-83.54,-0.71%,13.71%,21.87%,1492.483154,0.170287993,0.13654782,62.68%,0.01,-0.37,6.42
1430,2020/8/11,11893.03,11744.646,11581.179,10984.9365,10397.06267,9846.09,208.97,1.79%,14.86%,21.89%,1506.283665,0.171687519,0.129611928,67.90%,0,-0.32,8.04
1431,2020/8/12,11392.43,11668.544,11538.053,11077.688,10466.947,9878.297667,-500.6,-4.21%,11.23%,21.89%,1514.247787,0.172482517,0.114799186,51.28%,0,-0.49,3.33
1432,2020/8/13,11573.11,11662.046,11587.587,11175.688,10544.77967,9913.291167,180.68,1.59%,11.62%,21.90%,1524.529753,0.1735084,0.10595445,53.04%,0,-0.47,6.65
1433,2020/8/14,11777.43,11664.012,11641.073,11286.9955,10628.87667,9954.0805,204.32,1.77%,18.91%,21.93%,1536.140084,0.174675039,0.097388968,86.24%,0.01,-0.14,5.98
1434,2020/8/15,11774.38,11682.076,11699.086,11390.3395,10714.90567,9993.2085,-3.05,-0.03%,18.48%,21.94%,1549.800042,0.176021505,0.090264008,84.24%,0.01,-0.16,4.33
1435,2020/8/16,11873.98,11678.266,11711.456,11487.097,10806.33833,10032.3415,99.6,0.85%,22.36%,21.97%,1564.200356,0.177441452,0.08068669,101.80%,0.01,0.02,4.17
1436,2020/8/17,11914.01,11782.582,11725.563,11530.6775,10898.33233,10073.32817,40.03,0.34%,17.03%,21.98%,1579.639365,0.178944976,0.081136236,77.45%,0.01,-0.23,3.88
1437,2020/8/18,12293.72,11926.704,11794.375,11598.6165,11002.29933,10121.88967,379.71,3.19%,28.00%,22.05%,1597.306245,0.180707332,0.084019225,126.94%,0.01,0.27,5.69
1438,2020/8/19,11969.53,11965.124,11814.568,11641.9595,11094.12833,10166.37933,-324.19,-2.64%,24.59%,22.09%,1613.107895,0.182225665,0.078509608,111.33%,0,0.11,1.78
1439,2020/8/20,11734,11957.048,11819.562,11672.913,11179.79933,10205.98883,-235.53,-1.97%,21.01%,22.11%,1626.257647,0.183467564,0.069522595,95.01%,0,-0.05,2.01
1440,2020/8/21,11865.82,11955.416,11816.841,11699.01,11262.238,10249.00617,131.82,1.12%,22.71%,22.15%,1640.281829,0.184799852,0.061548868,102.55%,0,0.03,3.66
1441,2020/8/22,11522.8,11877.174,11829.878,11683.9655,11328.418,10279.52117,-343.02,-2.89%,15.35%,22.15%,1650.952667,0.185787758,0.048440656,69.31%,0,-0.31,0.73
1442,2020/8/23,11683.44,11755.118,11840.911,11714.249,11397.429,10313.887,160.64,1.39%,20.90%,22.17%,1661.945309,0.186828024,0.031383306,94.25%,0,-0.06,2.47
1443,2020/8/24,11653.02,11691.816,11828.47,11734.7715,11467.487,10353.49433,-30.42,-0.26%,25.18%,22.22%,1673.525989,0.187897723,0.019562176,113.30%,0,0.13,0.75
1444,2020/8/25,11763.93,11697.802,11827.425,11763.2555,11536.03467,10395.54567,110.91,0.95%,33.90%,22.32%,1686.629003,0.189080965,0.014022785,151.87%,-0.01,0.52,1.16
1445,2020/8/26,11337.4,11592.118,11773.767,11742.6115,11582.65367,10431.92817,-426.53,-3.63%,28.77%,22.37%,1696.084025,0.189840874,0.000817113,128.59%,-0.01,0.29,-2.15
1446,2020/8/27,11467.37,11581.032,11729.103,11727.333,11596.81933,10472.9805,129.97,1.15%,31.62%,22.43%,1706.412483,0.190682956,-0.00136135,140.97%,-0.01,0.41,0.71
1447,2020/8/28,11302.01,11504.746,11629.932,11712.1535,11609.055,10509.22283,-165.36,-1.44%,32.43%,22.49%,1715.202641,0.191359268,-0.008985141,144.22%,-0.01,0.44,-1.43
1448,2020/8/29,11534.75,11481.092,11586.454,11700.511,11623.45767,10548.3795,232.74,2.06%,29.42%,22.49%,1725.445327,0.192146629,-0.012248134,130.81%,-0.01,0.31,0.82
1449,2020/8/30,11481.64,11424.634,11561.218,11690.39,11635.68133,10587.50733,-53.11,-0.46%,28.82%,22.49%,1735.37188,0.192947109,-0.018137944,128.14%,-0.01,0.28,-1.25
1450,2020/8/31,11707.78,11498.71,11545.414,11681.1275,11647.81133,10628.69733,226.14,1.97%,33.74%,22.52%,1746.97688,0.193904496,-0.012800803,149.78%,0,0.5,0.29
1451,2020/9/1,11659.57,11537.15,11559.091,11694.4845,11642.34067,10671.55717,-48.21,-0.41%,33.12%,22.54%,1757.8715,0.194766747,-0.009035182,146.92%,-0.01,0.47,-0.85
1452,2020/9/2,11923.25,11661.398,11583.072,11711.9915,11670.52333,10719.071,263.68,2.26%,31.50%,22.56%,1770.820472,0.195822142,-0.000781913,139.63%,-0.01,0.4,1.88
1453,2020/9/3,11397.44,11633.936,11557.514,11692.992,11675.68567,10756.83983,-525.81,-4.41%,24.48%,22.54%,1779.399471,0.196491115,-0.003575779,108.61%,-0.03,0.09,-2.07
1454,2020/9/4,10187.51,11375.11,11399.872,11613.6485,11642.12767,10775.14683,-1209.93,-10.62%,14.48%,22.50%,1781.36179,0.19658408,-0.02293547,64.37%,-0.03,-0.36,-6.66
1455,2020/9/5,10467.89,11127.132,11312.921,11543.344,11599.38133,10793.7965,280.38,2.75%,30.21%,22.51%,1784.363912,0.196727157,-0.040713321,134.19%,-0.03,0.34,0.94
1456,2020/9/6,10159.62,10827.142,11182.146,11455.6245,11545.604,10808.853,-308.27,-2.94%,28.08%,22.47%,1784.517496,0.196490327,-0.062228187,125.01%,-0.03,0.25,-4.03
1457,2020/9/7,10254.93,10493.478,11077.438,11353.685,11500.58167,10822.434,95.31,0.94%,30.05%,22.42%,1784.553864,0.196217047,-0.087569803,134.05%,-0.02,0.34,-2.95
1458,2020/9/8,10367.74,10287.538,10960.737,11273.5955,11453.91967,10841.26233,112.81,1.10%,30.63%,22.35%,1784.745576,0.195942659,-0.101832534,137.08%,-0.01,0.37,-3.98
1459,2020/9/9,10121.52,10274.34,10824.725,11192.9715,11401.835,10855.16433,-246.22,-2.37%,109.55%,23.45%,1784.167474,0.195619945,-0.098887153,467.24%,-0.01,3.67,-9.84
1460,2020/9/10,10227.83,10226.328,10676.73,11111.072,11346.32833,10871.6955,106.31,1.05%,82.35%,23.60%,1757.11129,0.19202559,-0.098710376,348.88%,-0.01,2.49,-6.03
1461,2020/9/11,10352.66,10264.936,10546.039,11052.565,11311.66933,10889.30817,124.83,1.22%,100.39%,24.18%,1739.382068,0.189545174,-0.092535708,415.18%,-0.01,3.15,-6.52
1462,2020/9/12,10395.44,10293.038,10393.258,10988.165,11272.41367,10908.59667,42.78,0.41%,94.36%,24.55%,1715.799213,0.186388484,-0.086882517,384.43%,-0.01,2.84,-6.53
1463,2020/9/13,10446.44,10308.778,10298.158,10927.836,11228.04733,10928.462,51,0.49%,107.83%,25.18%,1693.956509,0.183454387,-0.081872592,428.33%,-0.01,3.28,-6.7
1464,2020/9/14,10330.77,10350.628,10312.484,10856.178,11179.927,10947.41633,-115.67,-1.11%,92.82%,25.44%,1666.577737,0.179918252,-0.074177497,364.91%,-0.01,2.65,-6.72
1465,2020/9/15,10674.64,10439.99,10333.159,10823.04,11139.949,10973.14367,343.87,3.33%,97.30%,25.79%,1644.19099,0.176940318,-0.062833232,377.34%,-0.01,2.77,-2.99
1466,2020/9/16,10785.62,10526.582,10395.759,10788.9525,11102.336,11000.33417,110.98,1.04%,74.10%,25.77%,1622.201404,0.174017739,-0.051858816,287.53%,-0.02,1.88,-2.72
1467,2020/9/17,10948.43,10637.18,10465.109,10771.2735,11057.493,11029.89617,162.81,1.51%,75.84%,25.87%,1609.796325,0.172201908,-0.0380116,293.18%,-0.03,1.93,-1.27
1468,2020/9/18,10943.89,10736.67,10522.724,10741.7305,11023.305,11058.71667,-4.54,-0.04%,76.80%,25.96%,1597.180319,0.170377343,-0.026002637,295.83%,-0.03,1.96,-1.58
1469,2020/9/19,10931.79,10856.874,10603.751,10714.238,10996.56467,11088.182,-12.1,-0.11%,87.75%,26.21%,1583.562725,0.168453924,-0.012703119,334.74%,-0.01,2.35,-2.52
1470,2020/9/20,11081.43,10938.232,10689.111,10682.9205,10970.41833,11116.32817,149.64,1.37%,70.43%,26.27%,1565.793213,0.166050455,-0.00293392,268.14%,0.01,1.68,-1.13
1471,2020/9/21,10919.65,10965.038,10745.81,10645.9245,10950.31333,11139.36567,-161.78,-1.46%,61.33%,26.30%,1554.358592,0.164412291,0.00134468,233.22%,0.01,1.33,-2.74
1472,2020/9/22,10430.46,10861.444,10749.312,10571.285,10908.54733,11152.98817,-489.19,-4.48%,55.71%,26.33%,1543.062808,0.162868935,-0.004318021,211.61%,0.01,1.12,-4.79
1473,2020/9/23,10532.22,10779.11,10757.89,10528.024,10871.18733,11169.33717,101.76,0.98%,55.72%,26.34%,1531.080857,0.161243768,-0.008469851,211.55%,0.01,1.12,-1.13
1474,2020/9/24,10234.48,10639.648,10748.261,10530.3725,10820.20567,11178.12017,-297.74,-2.83%,60.69%,26.38%,1518.43049,0.159589233,-0.016687083,230.03%,0,1.3,-4.19
1475,2020/9/25,10732.43,10569.848,10754.04,10543.5995,10800.04,11191.34683,497.95,4.87%,71.42%,26.50%,1502.856906,0.15755324,-0.021313995,269.49%,0.01,1.69,0.32
1476,2020/9/26,10692.84,10524.486,10744.762,10570.2605,10774.22233,11185.52083,-39.59,-0.37%,81.68%,26.70%,1485.254298,0.155309183,-0.023179059,305.96%,0,2.06,-3.7
1477,2020/9/27,10732.4,10584.874,10723.159,10594.134,10755.23533,11182.14517,39.56,0.37%,67.56%,26.68%,1462.219302,0.152473516,-0.015839852,253.25%,0.01,1.53,-2.34
1478,2020/9/28,10774.24,10633.278,10706.194,10614.459,10729.885,11176.67133,41.84,0.39%,67.61%,26.70%,1445.412107,0.150342529,-0.009003545,253.21%,0,1.53,-1.78
1479,2020/9/29,10692.33,10724.848,10682.248,10642.9995,10703.57467,11169.628,-81.91,-0.76%,60.72%,26.67%,1427.938621,0.148161995,0.001987498,227.67%,0,1.28,-1.75
1480,2020/9/30,10840.8,10746.522,10658.185,10673.648,10674.67533,11161.24333,148.47,1.39%,59.21%,26.65%,1413.24055,0.146285737,0.006730572,222.19%,0,1.22,0.24
1481,2020/10/1,10777.92,10763.538,10644.012,10694.911,10645.287,11143.81383,-62.88,-0.58%,59.87%,26.64%,1399.547401,0.144540285,0.011108296,224.72%,0,1.25,-0.94
1482,2020/10/2,10619.24,10740.906,10662.89,10706.101,10601.82,11136.17167,-158.68,-1.47%,54.54%,26.61%,1383.954328,0.142614354,0.013119068,204.96%,-0.01,1.05,-1.17
1483,2020/10/3,10575.06,10701.07,10667.174,10712.532,10574.40733,11125.0465,-44.18,-0.42%,56.03%,26.56%,1369.224419,0.140799593,0.011978228,210.94%,-0.01,1.11,-0.52
1484,2020/10/4,10551.77,10672.958,10698.903,10723.582,10586.54933,11114.3385,-23.29,-0.22%,43.69%,26.44%,1352.823666,0.138815413,0.008162118,165.28%,-0.01,0.65,-0.12
1485,2020/10/5,10673.46,10639.49,10693.006,10723.523,10593.40167,11096.3915,121.69,1.15%,48.13%,26.35%,1342.634403,0.13751026,0.004350664,182.67%,-0.01,0.83,0.6
1486,2020/10/6,10788.56,10641.618,10702.578,10723.67,10614.36633,11079.98517,115.1,1.08%,46.48%,26.23%,1331.133159,0.136056478,0.002567432,177.20%,0,0.77,0.34
1487,2020/10/7,10603.74,10638.518,10689.712,10706.4355,10625.99333,11063.2875,-184.82,-1.71%,45.38%,26.15%,1320.223856,0.134695082,0.001178682,173.55%,0,0.74,-1.83
1488,2020/10/8,10670.8,10657.666,10679.368,10692.781,10636.09533,11045.0075,67.06,0.63%,55.25%,26.10%,1308.460433,0.13324129,0.002028063,211.65%,0,1.12,-0.78
1489,2020/10/9,10923.3,10731.972,10702.465,10692.3565,10662.82133,11032.32817,252.5,2.37%,58.50%,26.04%,1292.404085,0.131307072,0.006485213,224.69%,0.01,1.25,0.29
1490,2020/10/10,11063.19,10809.918,10724.704,10691.4445,10690.66667,11018.4975,139.89,1.28%,59.98%,25.97%,1276.673487,0.12940584,0.011154714,230.98%,0.01,1.31,-0.41
1491,2020/10/11,11302.67,10912.74,10777.179,10710.5955,10722.33367,11017.0015,239.48,2.16%,64.82%,25.95%,1261.993311,0.127604317,0.017757919,249.79%,0.02,1.5,0.13
1492,2020/10/12,11376.61,11067.314,10852.916,10757.903,10755.03933,11013.7265,73.94,0.65%,65.55%,25.94%,1246.361682,0.125706412,0.029035195,252.72%,0.02,1.53,-0.66
1493,2020/10/13,11540.04,11241.162,10949.414,10808.294,10791.49267,11009.77,163.43,1.44%,74.22%,25.99%,1231.335927,0.123868726,0.041668873,285.54%,0.02,1.86,0.13
1494,2020/10/14,11428.24,11342.15,11037.061,10867.982,10828.075,11004.001,-111.8,-0.97%,60.68%,25.91%,1211.167964,0.121515415,0.047476121,234.24%,0.02,1.34,-0.76
1495,2020/10/15,11431.32,11415.776,11112.847,10902.9265,10853.29767,10996.62333,3.08,0.03%,62.49%,25.88%,1197.151159,0.119822258,0.05182557,241.48%,0.02,1.41,0.02
1496,2020/10/16,11503.73,11455.988,11184.364,10943.471,10877.23467,10989.78533,72.41,0.63%,58.47%,25.78%,1181.914458,0.118005611,0.053207764,226.75%,0.02,1.27,0.72
1497,2020/10/17,11327.57,11446.18,11256.747,10973.2295,10889.87267,10973.68283,-176.16,-1.53%,58.87%,25.71%,1167.881889,0.116343475,0.051084834,228.97%,0.01,1.29,-0.55
1498,2020/10/18,11366.51,11411.474,11326.318,11002.843,10903.96,10963.6325,38.94,0.34%,66.17%,25.69%,1151.703654,0.114464916,0.046544008,257.59%,0.01,1.58,0.34
1499,2020/10/19,11508.2,11427.466,11384.808,11043.6365,10923.17367,10959.86917,141.69,1.25%,67.94%,25.70%,1131.363721,0.112155905,0.046167199,264.39%,0.01,1.64,0.88
1500,2020/10/20,11758.16,11492.834,11454.305,11089.5045,10945.73133,10958.07483,249.96,2.17%,64.89%,25.68%,1112.140231,0.109954788,0.049983199,252.69%,0.02,1.53,1.68
1501,2020/10/21,11925.46,11577.18,11516.584,11146.8815,10979.25833,10964.78583,167.3,1.42%,59.48%,25.53%,1097.767551,0.108250299,0.054459204,233.03%,0.02,1.33,1.17
1502,2020/10/22,12831.56,11877.978,11662.079,11257.4975,11059.295,10983.92117,906.1,7.60%,70.93%,25.43%,1097.734631,0.107932229,0.07402669,278.87%,0.04,1.79,5.29
1503,2020/10/23,12990.25,12202.726,11807.1,11378.257,11141.22933,11006.20833,158.69,1.24%,72.07%,25.32%,1099.469817,0.107781802,0.09527644,284.66%,0.04,1.85,1.55
1504,2020/10/24,12944.52,12489.99,11958.728,11497.8945,11231.564,11025.88483,-45.73,-0.35%,68.13%,25.19%,1100.316171,0.107550512,0.112043701,270.42%,0.05,1.7,1.28
1505,2020/10/25,13128.46,12764.05,12128.442,11620.6445,11311.43167,11055.73583,183.94,1.42%,68.52%,25.06%,1104.891254,0.10768199,0.128420378,273.41%,0.06,1.73,2.93
1506,2020/10/26,13036.77,12986.312,12281.746,11733.055,11389.56267,11081.8925,-91.69,-0.70%,67.88%,24.95%,1108.519424,0.107731273,0.140194086,272.09%,0.05,1.72,2.23
1507,2020/10/27,13076.37,13035.274,12456.626,11856.6865,11467.695,11111.46517,39.6,0.30%,48.97%,24.72%,1111.599113,0.107723381,0.136695212,198.11%,0.05,0.98,3.6
1508,2020/10/28,13651.47,13167.518,12685.122,12005.72,11563.60267,11146.74383,575.1,4.40%,58.21%,24.63%,1132.764852,0.109488811,0.138703774,236.38%,0.04,1.36,6.89
1509,2020/10/29,13289,13236.414,12863.202,12124.005,11650.15833,11176.8665,-362.47,-2.66%,50.59%,24.47%,1146.322971,0.110524235,0.136157434,206.74%,0.02,1.07,2.85
1510,2020/10/30,13458.66,13302.454,13033.252,12243.7785,11737.42033,11206.04783,169.66,1.28%,49.98%,24.34%,1163.110834,0.111866719,0.133337107,205.37%,0.02,1.05,5.53
1511,2020/10/31,13564.72,13408.044,13197.178,12356.881,11830.31367,11237.80033,106.06,0.79%,52.34%,24.20%,1181.701053,0.113378121,0.133363356,216.30%,0.02,1.16,4.98
1512,2020/11/1,13810.32,13554.834,13295.054,12478.5665,11936.683,11269.2515,245.6,1.81%,55.42%,24.08%,1202.640642,0.115087849,0.135561194,230.17%,0.02,1.3,5.67
1513,2020/11/2,13758.88,13576.316,13371.917,12589.5085,12042.81033,11308.60883,-51.44,-0.37%,52.35%,23.93%,1221.722939,0.116613509,0.127337858,218.77%,0.02,1.19,3.73
1514,2020/11/3,13575.17,13633.55,13434.982,12696.855,12143.59033,11365.06983,-183.71,-1.34%,48.03%,23.79%,1238.333986,0.117916461,0.122695152,201.87%,0.02,1.02,3.09
1515,2020/11/4,14023.31,13746.48,13524.467,12826.4545,12255.252,11424.32683,448.14,3.30%,40.20%,23.68%,1261.538359,0.119820142,0.121680729,169.73%,0.03,0.7,6.44
1516,2020/11/5,14155.59,13864.654,13636.349,12959.0475,12367.48633,11490.92633,132.28,0.94%,44.12%,23.63%,1289.22578,0.122183597,0.121056747,186.69%,0.03,0.87,4.2
1517,2020/11/6,15591.39,14220.868,13887.851,13172.2385,12533.74133,11579.86733,1435.8,10.14%,63.65%,23.64%,1341.072909,0.126714493,0.134606788,269.25%,0.05,1.69,9.72
1518,2020/11/7,15595.77,14588.246,14082.281,13383.7015,12697.907,11667.00117,4.38,0.03%,78.15%,23.76%,1389.242875,0.130851427,0.148870125,328.89%,0.05,2.29,2.62
1519,2020/11/8,14839.84,14841.18,14237.365,13550.2835,12828.45833,11745.63983,-755.93,-4.85%,72.21%,23.75%,1417.118284,0.133055635,0.156895054,304.06%,0.05,2.04,0.03
1520,2020/11/9,15490.6,15134.638,14440.559,13736.9055,12976.03867,11833.35267,650.76,4.39%,75.74%,23.75%,1453.741756,0.136009337,0.16635272,318.90%,0.05,2.19,6.51
1521,2020/11/10,15328.53,15369.226,14616.94,13907.059,13110.234,11916.28383,-162.07,-1.05%,64.72%,23.69%,1487.149734,0.138668021,0.172307527,273.15%,0.04,1.73,3.98
1522,2020/11/11,15317.04,15314.356,14767.612,14031.333,13241.58167,11998.3105,-11.49,-0.07%,56.45%,23.64%,1521.814217,0.141462217,0.156535253,238.74%,0.04,1.39,4.37
