index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,Credit_of_future_tendency,Risk_credit,Credit_to_SELL,DealDay
1516,2020/11/5,1938.45,1903.73,1892.83,1898.845,1901.413333,1908.25,38.3,2.02%,13.76%,4.99%,97.31379494,0.052478312,0.001218392,275.85%,0,1.76,0.47 ,1
1517,2020/11/6,1940.8,1915.52,1896.34,1900.6325,1903.29,1908.455833,2.35,0.12%,13.89%,5.00%,96.87474124,0.05220472,0.006425715,278.14%,-0.01,1.78,0.47 ,1
1518,2020/11/7,1940.8,1925.7,1903.425,1902.42,1905.068333,1908.953333,0,0.00%,13.98%,5.00%,96.41594531,0.051920882,0.010829883,279.41%,-0.01,1.79,0.48 ,0
1519,2020/11/8,1940.8,1932.2,1910.475,1904.18,1905.653333,1908.846667,0,0.00%,14.00%,5.01%,95.9255274,0.051620228,0.013930481,279.47%,-0.01,1.79,0.48 ,0
1520,2020/11/9,1867.3,1925.63,1909.02,1902.625,1903.788333,1907.1975,-73.5,-3.79%,9.30%,5.05%,95.22108837,0.05121604,0.011472739,184.19%,-0.01,0.84,0.22 ,1
1521,2020/11/10,1878.7,1913.68,1908.705,1900.3525,1902.303333,1906.0525,11.4,0.61%,8.50%,5.10%,94.56544837,0.050837667,0.005980469,166.68%,0.01,0.67,0.18 ,1
1522,2020/11/11,1860.95,1897.71,1906.615,1898.3525,1900.151667,1904.611667,-17.75,-0.94%,7.24%,5.16%,94.07882149,0.050556637,-0.001284985,140.35%,0.01,0.4,0.11 ,1
1523,2020/11/12,1874.85,1884.52,1905.11,1896.9125,1899.603333,1903.4025,13.9,0.75%,8.04%,5.21%,93.61773461,0.050288028,-0.007940254,154.38%,0.02,0.54,0.15 ,1
1524,2020/11/13,1890.9,1874.54,1903.37,1896.275,1898.965,1902.2725,16.05,0.86%,8.96%,5.25%,93.16743474,0.050023051,-0.01286227,170.82%,0.02,0.71,0.19 ,1
1525,2020/11/14,1890.9,1879.26,1902.445,1895.6375,1898.931667,1901.298333,0,0.00%,9.00%,5.29%,92.70698165,0.049752869,-0.010359334,170.32%,-0.01,0.7,0.18 ,0
1526,2020/11/15,1890.9,1881.7,1897.69,1895.26,1898.46,1900.116667,0,0.00%,8.80%,5.33%,92.2311934,0.049474616,-0.008828208,165.21%,-0.01,0.65,0.17 ,0
1527,2020/11/16,1885.6,1886.63,1892.17,1894.255,1897.811667,1899.2725,-5.3,-0.28%,7.85%,5.38%,91.76260873,0.049201728,-0.005891874,146.10%,-0.01,0.46,0.12 ,1
1528,2020/11/17,1889.05,1889.47,1886.995,1895.21,1897.278333,1898.2425,3.45,0.18%,9.52%,5.41%,91.36564424,0.048968464,-0.004115544,176.03%,-0.01,0.76,0.20 ,1
1529,2020/11/18,1876.1,1886.51,1880.525,1895.5,1896.295,1896.996667,-12.95,-0.69%,8.22%,5.45%,90.76274307,0.048623562,-0.005160062,150.90%,-0.01,0.51,0.13 ,1
1530,2020/11/19,1857.35,1879.8,1879.53,1894.275,1894.926667,1895.438333,-18.75,-1.00%,7.14%,5.50%,90.22206683,0.048316206,-0.007982719,129.80%,0,0.3,0.08 ,1
1531,2020/11/20,1875.7,1876.76,1879.23,1893.9675,1893.311667,1894.8775,18.35,0.99%,8.20%,5.54%,89.67117878,0.048001004,-0.008742178,147.95%,0,0.48,0.13 ,1
1532,2020/11/21,1875.7,1874.78,1880.705,1893.66,1892.47,1894.3725,0,0.00%,8.20%,5.58%,89.10996402,0.04768054,-0.009347572,146.92%,0,0.47,0.12 ,0
1533,2020/11/22,1875.7,1872.11,1880.79,1892.95,1891.538333,1894.410833,0,0.00%,9.04%,5.61%,88.53822617,0.047354718,-0.010271181,161.01%,0,0.61,0.16 ,0
1534,2020/11/23,1840.2,1864.93,1875.72,1889.545,1889.423333,1894.051667,-35.5,-1.89%,8.59%,5.65%,87.86359746,0.046977241,-0.012963391,152.13%,0,0.52,0.13 ,1
1535,2020/11/24,1799.6,1853.38,1866.59,1884.5175,1885.955,1893.05,-40.6,-2.21%,4.79%,5.72%,87.04415571,0.046524687,-0.017272416,83.72%,-0.01,-0.16,(0.05),1
1536,2020/11/25,1810.2,1840.28,1858.52,1878.105,1883.013333,1892.225,10.6,0.59%,4.71%,5.79%,86.40885681,0.046172463,-0.022694121,81.38%,0,-0.19,(0.05),1
1537,2020/11/26,1807.4,1826.62,1850.7,1871.435,1879.736667,1891.353333,-2.8,-0.15%,4.55%,5.87%,85.8859404,0.045882383,-0.028257504,77.62%,0.01,-0.22,(0.06),1
1538,2020/11/27,1779.3,1807.34,1839.725,1863.36,1876.715,1889.936667,-28.1,-1.55%,2.93%,5.96%,85.50095076,0.045669892,-0.036966188,49.15%,0.02,-0.51,(0.14),1
1539,2020/11/28,1779.3,1795.16,1830.045,1855.285,1873.681667,1888.1925,0,0.00%,2.81%,6.05%,85.11330153,0.045456043,-0.041907688,46.55%,0.01,-0.53,(0.14),0
1540,2020/11/29,1779.3,1791.1,1822.24,1850.885,1870.263333,1886.399167,0,0.00%,2.13%,6.14%,84.74067901,0.045250536,-0.042327373,34.72%,-0.01,-0.65,(0.18),0
1541,2020/11/30,1762.55,1781.57,1810.925,1845.0775,1866.286667,1884.075,-16.75,-0.94%,3.35%,6.22%,84.580384,0.045162222,-0.045393169,53.93%,0,-0.46,(0.13),1
1542,2020/12/1,1810.75,1782.24,1804.43,1842.5675,1863.916667,1882.536667,48.2,2.73%,6.51%,6.26%,83.7845148,0.044723357,-0.043819913,103.95%,0,0.04,0.01 ,1
1543,2020/12/2,1822.6,1790.9,1799.12,1839.955,1861.673333,1881.195833,11.85,0.65%,8.27%,6.29%,82.87115046,0.04421983,-0.038015978,131.32%,-0.01,0.31,0.08 ,1
1544,2020/12/3,1832.35,1801.51,1798.335,1837.0275,1859.141667,1880.0175,9.75,0.53%,8.84%,6.32%,81.70564495,0.04357879,-0.030999072,139.97%,-0.01,0.4,0.10 ,1
1545,2020/12/4,1843,1814.25,1802.675,1834.6325,1857.236667,1878.9075,10.65,0.58%,9.48%,6.34%,80.48703914,0.042908657,-0.023145498,149.50%,-0.01,0.5,0.13 ,1
1546,2020/12/5,1843,1830.34,1805.955,1832.2375,1854.055,1877.734167,0,0.00%,9.03%,6.36%,79.23989188,0.042223944,-0.012790883,141.94%,-0.01,0.42,0.11 ,0
1547,2020/12/6,1843,1836.79,1809.515,1830.1075,1850.795,1877.0425,0,0.00%,7.56%,6.40%,78.05598553,0.041574402,-0.007567018,118.18%,0,0.18,0.05 ,0
1548,2020/12/7,1859.95,1844.26,1817.58,1828.6525,1848.1,1876.584167,16.95,0.92%,8.01%,6.42%,77.10502841,0.04105021,-0.00207781,124.64%,0,0.25,0.07 ,1
1549,2020/12/8,1868.15,1851.42,1826.465,1828.255,1845.678333,1875.665833,8.2,0.44%,7.47%,6.46%,76.22468252,0.040564087,0.003110871,115.73%,0,0.16,0.04 ,1
1550,2020/12/9,1841.75,1851.17,1832.71,1827.475,1844.826667,1874.3075,-26.4,-1.41%,6.24%,6.50%,75.55101882,0.040193356,0.003438444,96.11%,0,-0.04,(0.01),1
1551,2020/12/10,1844.35,1851.44,1840.89,1825.9075,1843.681667,1872.9925,2.6,0.14%,6.39%,6.54%,74.80914204,0.039785713,0.004208066,97.83%,0,-0.02,(0.00),1
1552,2020/12/11,1842,1851.24,1844.015,1824.2225,1843.05,1871.600833,-2.35,-0.13%,6.26%,6.58%,74.06138449,0.03937548,0.004443721,95.18%,0,-0.05,(0.01),1
1553,2020/12/12,1842,1847.65,1845.955,1822.5375,1841.955,1870.779167,0,0.00%,7.69%,6.60%,73.3010978,0.03895885,0.003091824,116.45%,0.01,0.16,0.04 ,0
1554,2020/12/13,1842,1842.42,1846.92,1822.6275,1840.325,1869.645,0,0.00%,7.10%,6.64%,72.24607321,0.038383287,0.001138386,107.01%,0.01,0.07,0.02 ,0
1555,2020/12/14,1831.15,1840.3,1845.735,1824.205,1838.333333,1868.6325,-10.85,-0.59%,6.19%,6.68%,71.3292368,0.037883809,0.00106981,92.77%,0,-0.07,(0.02),1
1556,2020/12/15,1850.65,1841.56,1846.5,1826.2275,1836.991667,1867.725833,19.5,1.06%,7.63%,6.70%,70.38689752,0.037369472,0.002486856,113.77%,0,0.14,0.04 ,1
1557,2020/12/16,1851.95,1843.55,1847.395,1828.455,1835.87,1866.840833,1.3,0.07%,6.76%,6.74%,69.35866213,0.036809266,0.004183303,100.27%,0,0,0.00 ,1
1558,2020/12/17,1890.75,1853.3,1850.475,1834.0275,1835.926667,1866.6025,38.8,2.10%,8.99%,6.76%,68.45870976,0.036315042,0.009462978,133.12%,0,0.33,0.09 ,1
1559,2020/12/18,1879.75,1860.85,1851.635,1839.05,1836.048333,1866.171667,-11,-0.58%,8.36%,6.78%,67.53641337,0.035810577,0.013508177,123.34%,0,0.23,0.06 ,1
1560,2020/12/19,1879.75,1870.57,1855.435,1844.0725,1836.795,1865.860833,0,0.00%,6.69%,6.81%,66.59170956,0.035294664,0.018388007,98.28%,-0.01,-0.02,(0.00),0
1561,2020/12/20,1879.75,1876.39,1858.975,1849.9325,1836.93,1865.120833,0,0.00%,6.27%,6.84%,65.94037198,0.034937383,0.021481494,91.62%,0,-0.08,(0.02),0
1562,2020/12/21,1880,1882,1862.775,1853.395,1837.073333,1864.771667,0.25,0.01%,6.45%,6.87%,65.34900566,0.034612801,0.024455565,93.96%,-0.01,-0.06,(0.02),1
1563,2020/12/22,1877.1,1879.27,1866.285,1856.12,1837.12,1864.329167,-2.9,-0.15%,6.86%,6.90%,64.71944462,0.034268211,0.02294352,99.52%,0.01,0,0.00 ,1
1564,2020/12/23,1875,1878.32,1869.585,1858.2525,1838.28,1863.851667,-2.1,-0.11%,7.29%,6.92%,63.97532983,0.033862477,0.02178123,105.31%,0,0.05,0.02 ,1
1565,2020/12/24,1875,1877.37,1873.97,1859.8525,1840.793333,1863.374167,0,0.00%,7.29%,6.95%,63.10774625,0.03339082,0.019870056,104.92%,0,0.05,0.02 ,0
1566,2020/12/25,1875,1876.42,1876.405,1861.4525,1842.953333,1862.983333,0,0.00%,7.29%,6.97%,62.22010598,0.032908907,0.018159259,104.53%,0,0.05,0.02 ,0
1567,2020/12/26,1875,1875.42,1878.71,1863.0525,1845.206667,1862.471667,0,0.00%,5.84%,7.01%,61.31153791,0.032416287,0.016373956,83.27%,0,-0.17,(0.04),0
1568,2020/12/27,1875,1875,1877.135,1863.805,1848.396667,1862.555833,0,0.00%,6.05%,7.04%,60.67119047,0.03206804,0.014392654,85.87%,0,-0.14,(0.04),0
1569,2020/12/28,1875,1875,1876.66,1864.1475,1851.586667,1862.634167,0,0.00%,5.87%,7.07%,59.97903535,0.031692305,0.012645011,82.97%,0,-0.17,(0.04),0
1570,2020/12/29,1874.3,1874.86,1876.115,1865.775,1854.753333,1862.508333,-0.7,-0.04%,5.45%,7.11%,59.3080814,0.031328337,0.010840615,76.63%,0,-0.23,(0.06),1
1571,2020/12/30,1887.6,1877.38,1876.9,1867.9375,1858.921667,1862.604167,13.3,0.71%,6.47%,7.14%,58.67993605,0.03098657,0.009929592,90.62%,0,-0.09,(0.02),1
1572,2020/12/31,1887.6,1879.9,1877.66,1870.2175,1861.483333,1862.7,0,0.00%,6.47%,7.17%,57.98697499,0.030610402,0.009893544,90.27%,0,-0.1,(0.03),0
1573,2021/1/1,1887.6,1882.42,1878.71,1872.4975,1863.65,1862.661667,0,0.00%,6.47%,7.19%,57.27862154,0.030226362,0.010071634,89.94%,0,-0.1,(0.03),0
1574,2021/1/2,1887.6,1884.94,1879.97,1874.7775,1865.491667,1862.316667,0,0.00%,5.58%,7.23%,56.55429734,0.029834154,0.010425312,77.18%,0,-0.23,(0.06),0
1575,2021/1/3,1887.6,1887.6,1881.23,1877.6,1866.978333,1862.1075,0,0.00%,5.48%,7.26%,55.98508102,0.029525295,0.011045477,75.48%,0,-0.25,(0.07),0
1576,2021/1/4,1943.2,1898.72,1888.05,1882.2275,1870.318333,1862.186667,55.6,2.95%,7.29%,7.28%,55.52492332,0.029269514,0.015185472,100.19%,0,0,0.01 ,1
1577,2021/1/5,1940.35,1909.27,1894.585,1886.6475,1873.563333,1862.179167,-2.85,-0.15%,7.08%,7.30%,55.24573078,0.029111382,0.019058158,96.93%,0,-0.03,(0.01),1
1578,2021/1/6,1931.95,1918.14,1900.28,1888.7075,1875.963333,1862.031667,-8.4,-0.43%,7.15%,7.32%,54.93270781,0.02893634,0.022482671,97.60%,-0.01,-0.02,(0.01),1
1579,2021/1/7,1920.1,1924.64,1904.79,1890.725,1877.695,1861.686667,-11.85,-0.61%,6.49%,7.35%,54.49413398,0.028695546,0.025001398,88.32%,-0.01,-0.12,(0.03),1
1580,2021/1/8,1862.9,1919.7,1903.65,1889.8825,1878.4,1861.613333,-57.2,-2.98%,3.32%,7.39%,54.09122554,0.028478428,0.021986797,44.86%,-0.01,-0.55,(0.15),1
1581,2021/1/9,1862.9,1903.64,1901.18,1889.04,1879.018333,1861.35,0,0.00%,3.07%,7.44%,53.68326006,0.028258723,0.013103473,41.19%,0.01,-0.59,(0.15),0
1582,2021/1/10,1862.9,1888.15,1898.71,1888.185,1879.715,1861.3825,0,0.00%,3.39%,7.48%,53.3133304,0.028059472,0.004487382,45.23%,0.01,-0.55,(0.15),0
1583,2021/1/11,1847.25,1871.21,1894.675,1886.6925,1879.89,1860.9225,-15.65,-0.84%,2.36%,7.54%,52.95702623,0.02786827,-0.004617291,31.36%,0.01,-0.69,(0.19),1
1584,2021/1/12,1841.25,1855.44,1890.04,1885.005,1879.865,1860.095,-6,-0.32%,1.86%,7.59%,52.66009973,0.027709062,-0.012992954,24.44%,0.01,-0.76,(0.20),1
1585,2021/1/13,1858.85,1854.63,1887.165,1884.1975,1880.788333,1859.560833,17.6,0.96%,2.85%,7.64%,52.29752333,0.027514187,-0.013908175,37.30%,-0.01,-0.63,(0.17),1
1586,2021/1/14,1841.75,1850.4,1877.02,1882.535,1880.491667,1858.741667,-17.1,-0.92%,1.90%,7.69%,52.01952855,0.027365196,-0.016002021,24.74%,-0.01,-0.75,(0.21),1
1587,2021/1/15,1839,1845.62,1866.885,1880.735,1880.06,1857.965,-2.75,-0.15%,1.75%,7.75%,51.75717686,0.02722468,-0.018318564,22.61%,-0.01,-0.77,(0.21),1
1588,2021/1/16,1839,1843.97,1857.59,1878.935,1878.335,1857.130833,0,0.00%,1.29%,7.80%,51.49289474,0.027083174,-0.018295458,16.48%,-0.01,-0.84,(0.23),0
1589,2021/1/17,1839,1843.52,1849.48,1877.135,1876.976667,1856.5125,0,0.00%,-0.19%,7.87%,51.30709968,0.026983623,-0.017824764,-2.45%,-0.01,-1.02,(0.28),0
1590,2021/1/18,1833.05,1838.36,1846.495,1875.0725,1875.42,1856.1075,-5.95,-0.32%,-1.04%,7.94%,51.37210991,0.027018559,-0.019760907,-13.15%,0,-1.13,(0.30),1
1591,2021/1/19,1834.7,1836.95,1843.675,1872.4275,1873.918333,1855.424167,1.65,0.09%,-2.32%,8.02%,51.48195165,0.027077721,-0.019727825,-28.93%,0,-1.29,(0.35),1
1592,2021/1/20,1856.6,1840.47,1843.045,1870.8775,1873.138333,1855.105833,21.9,1.19%,-2.39%,8.10%,51.56050178,0.027120746,-0.017440428,-29.55%,0,-1.3,(0.35),1
1593,2021/1/21,1862.1,1845.09,1844.53,1869.6025,1872.638333,1854.879167,5.5,0.30%,-2.10%,8.16%,51.6415984,0.027166561,-0.014710974,-25.78%,0,-1.26,(0.34),1
1594,2021/1/22,1852.7,1847.83,1845.675,1867.8575,1871.895,1855.0875,-9.4,-0.50%,-2.60%,8.23%,51.76506102,0.02723542,-0.012855956,-31.57%,0,-1.32,(0.35),1
1595,2021/1/23,1852.7,1851.76,1845.06,1866.1125,1871.151667,1855.9725,0,0.00%,-4.33%,8.31%,51.88679426,0.027303389,-0.010363493,-52.17%,0,-1.52,(0.41),0
1596,2021/1/24,1852.7,1855.36,1846.155,1861.5875,1870.408333,1856.680833,0,0.00%,-4.54%,8.38%,51.93568838,0.027335789,-0.00804548,-54.24%,0,-1.54,(0.41),0
1597,2021/1/25,1856.85,1855.41,1847.94,1857.4125,1869.803333,1857.505,4.15,0.22%,-4.82%,8.45%,51.94291489,0.027346276,-0.007697779,-57.06%,0,-1.57,(0.42),1
1598,2021/1/26,1856.6,1854.31,1849.7,1853.645,1869.19,1858.793333,-0.25,-0.01%,-5.16%,8.52%,51.89716342,0.027329686,-0.007960667,-60.60%,0,-1.61,(0.43),1
1599,2021/1/27,1843,1852.37,1850.1,1849.79,1868.123333,1859.855,-13.6,-0.73%,-6.20%,8.59%,51.87626843,0.027327798,-0.008432705,-72.19%,0,-1.72,(0.46),1
1600,2021/1/28,1853.7,1852.57,1852.165,1849.33,1867.436667,1861.095,10.7,0.58%,-5.66%,8.66%,51.74214614,0.027265968,-0.007961002,-65.38%,0,-1.65,(0.44),1
1601,2021/1/29,1863.8,1854.79,1855.075,1849.375,1866.643333,1862.7825,10.1,0.54%,-5.15%,8.70%,51.55887681,0.027177392,-0.006350079,-59.13%,0,-1.59,(0.42),1
1602,2021/1/30,1863.8,1856.18,1855.795,1849.42,1865.85,1863.666667,0,0.00%,-4.84%,8.73%,51.36888049,0.027085217,-0.005182625,-55.41%,0,-1.55,(0.41),0
1603,2021/1/31,1863.8,1857.62,1855.965,1850.2475,1865.056667,1864.353333,0,0.00%,-5.77%,8.77%,51.21710601,0.027012647,-0.003987368,-65.80%,0,-1.66,(0.44),0
1604,2021/2/1,1862.95,1861.61,1856.99,1851.3325,1864.235,1864.863333,-0.85,-0.05%,-9.04%,8.83%,50.90989885,0.026859618,-0.001408084,-102.35%,-0.01,-2.02,(0.54),1
1605,2021/2/2,1833.1,1857.49,1855.03,1850.045,1862.418333,1864.698333,-29.85,-1.60%,-11.32%,8.89%,49.82927181,0.026305979,-0.002646201,-127.39%,0,-2.27,(0.61),1
1606,2021/2/3,1835.45,1851.82,1853.305,1849.73,1858.826667,1864.5725,2.35,0.13%,-9.63%,8.90%,48.32366307,0.025528387,-0.003769403,-108.28%,0,-2.08,(0.56),1
1607,2021/2/4,1785.9,1836.24,1846.21,1847.075,1853.678333,1863.620833,-49.55,-2.70%,-12.07%,8.96%,47.86545342,0.025304437,-0.009407421,-134.71%,0.01,-2.35,(0.63),1
1608,2021/2/5,1802.95,1824.07,1840.845,1845.2725,1849.378333,1862.670833,17.05,0.95%,-11.24%,9.01%,47.17305288,0.024955027,-0.013684779,-124.69%,0.01,-2.25,(0.60),1
1609,2021/2/6,1802.95,1812.07,1836.84,1843.47,1845.473333,1861.584167,0,0.00%,-11.81%,9.06%,46.43611854,0.024581576,-0.018100144,-130.44%,0.01,-2.3,(0.61),0
1610,2021/2/7,1802.95,1806.04,1831.765,1841.965,1843.475,1860.9375,0,0.00%,-7.05%,9.02%,45.40940602,0.024055066,-0.020306758,-78.09%,0.01,-1.78,(0.48),0
1611,2021/2/8,1835.25,1806,1828.91,1841.9925,1842.553333,1860.785833,32.3,1.79%,-5.00%,9.04%,45.40926567,0.024062344,-0.019838413,-55.31%,0.01,-1.55,(0.41),1
1612,2021/2/9,1839.6,1816.74,1826.49,1841.1425,1841.776667,1860.745833,4.35,0.24%,-5.38%,9.07%,45.42212868,0.024075666,-0.013593758,-59.33%,-0.01,-1.59,(0.43),1
1613,2021/2/10,1842.65,1824.68,1824.375,1840.17,1841.623333,1860.756667,3.05,0.17%,-5.25%,9.09%,45.33442521,0.024036331,-0.009200216,-57.75%,-0.01,-1.58,(0.42),1
1614,2021/2/11,1840.1,1832.11,1822.09,1839.54,1841.585,1860.725,-2.55,-0.14%,-5.38%,9.11%,45.24972847,0.023998781,-0.005145025,-59.08%,-0.01,-1.59,(0.43),1
1615,2021/2/12,1816.35,1834.79,1820.415,1837.7225,1840.168333,1860.478333,-23.75,-1.29%,-6.60%,9.13%,45.32173034,0.024046015,-0.00292274,-72.29%,-0.01,-1.72,(0.46),1
1616,2021/2/13,1816.35,1831.01,1818.505,1835.905,1839.321667,1859.906667,0,0.00%,-7.93%,9.17%,45.38253056,0.02408734,-0.004518876,-86.47%,0,-1.86,(0.50),0
1617,2021/2/14,1816.35,1826.36,1821.55,1833.88,1838.566667,1859.313333,0,0.00%,-9.58%,9.22%,45.17342631,0.023987363,-0.00663923,-103.84%,0,-2.04,(0.55),0
1618,2021/2/15,1817.3,1821.29,1822.985,1831.915,1837.843333,1858.089167,0.95,0.05%,-8.26%,9.25%,44.45743088,0.023620432,-0.009006934,-89.37%,0.01,-1.89,(0.50),1
1619,2021/2/16,1794.25,1812.12,1822.115,1829.4775,1836.351667,1856.664167,-23.05,-1.27%,-6.90%,9.28%,44.31840789,0.023559483,-0.013195548,-74.30%,0.01,-1.74,(0.47),1
1620,2021/2/17,1780.7,1804.99,1819.89,1825.8275,1834.606667,1855.013333,-13.55,-0.76%,-7.46%,9.34%,44.80499594,0.023828401,-0.016143333,-79.94%,0,-1.8,(0.48),1
1621,2021/2/18,1773.15,1796.35,1813.68,1821.295,1832.555,1853.236667,-7.55,-0.42%,-7.86%,9.40%,45.38207622,0.024146033,-0.019756569,-83.61%,0,-1.84,(0.49),1
1622,2021/2/19,1786.2,1790.32,1808.34,1817.415,1830.208333,1851.673333,13.05,0.74%,-7.18%,9.46%,45.78105862,0.024368212,-0.021794422,-75.92%,0,-1.76,(0.47),1
1623,2021/2/20,1786.2,1784.1,1802.695,1813.535,1827.678333,1850.158333,0,0.00%,-8.11%,9.52%,46.16397603,0.024582017,-0.023843547,-85.28%,0.01,-1.85,(0.49),0
1624,2021/2/21,1786.2,1782.49,1797.305,1809.6975,1825.461667,1848.678333,0,0.00%,-6.54%,9.55%,46.39836142,0.024718298,-0.023540164,-68.49%,0,-1.68,(0.45),0
1625,2021/2/22,1807.45,1787.84,1796.415,1808.415,1823.953333,1847.5525,21.25,1.19%,-6.49%,9.59%,46.61394083,0.024840728,-0.019799483,-67.69%,-0.01,-1.68,(0.45),1
1626,2021/2/23,1799.65,1793.14,1794.745,1806.625,1822.185,1846.296667,-7.8,-0.43%,-6.46%,9.61%,46.76921727,0.02493326,-0.015939655,-67.19%,-0.01,-1.67,(0.45),1
1627,2021/2/24,1788,1793.5,1791.91,1806.73,1819.89,1844.846667,-11.65,-0.65%,-8.65%,9.65%,47.08073019,0.025109379,-0.014500876,-89.68%,-0.01,-1.9,(0.51),1
1628,2021/2/25,1779.65,1792.19,1788.145,1805.565,1817.325,1843.2575,-8.35,-0.47%,-9.08%,9.67%,47.20640544,0.025189594,-0.013830768,-93.86%,-0.01,-1.94,(0.52),1
1629,2021/2/26,1742.85,1783.52,1783.005,1802.56,1813.986667,1841.055,-36.8,-2.07%,-10.96%,9.71%,47.78902969,0.025516621,-0.016795419,-112.90%,0,-2.13,(0.57),1
1630,2021/2/27,1742.85,1770.6,1779.22,1799.555,1810.291667,1838.864167,0,0.00%,-10.96%,9.75%,48.33558895,0.025824794,-0.021925564,-112.44%,0.01,-2.12,(0.57),0
1631,2021/2/28,1742.85,1759.24,1776.19,1794.935,1806.26,1836.451667,0,0.00%,-11.64%,9.80%,48.84729386,0.026114723,-0.02603169,-118.68%,0.01,-2.19,(0.59),0
1632,2021/3/1,1734.15,1748.47,1770.985,1789.6625,1801.938333,1833.894167,-8.7,-0.50%,-10.93%,9.85%,49.29197861,0.026371014,-0.029672677,-110.95%,0.01,-2.11,(0.57),1
1633,2021/3/2,1723.85,1737.31,1764.75,1783.7225,1797.273333,1831.165,-10.3,-0.59%,-11.16%,9.92%,50.11335769,0.026828148,-0.033363502,-112.49%,0.01,-2.12,(0.57),1
1634,2021/3/3,1711.4,1731.02,1757.27,1777.2875,1792.221667,1828.228333,-12.45,-0.72%,-11.16%,9.99%,51.1476623,0.027400425,-0.034148492,-111.66%,-0.01,-2.12,(0.57),1
1635,2021/3/4,1712.1,1724.87,1747.735,1772.075,1788.188333,1825.303333,0.7,0.04%,-11.12%,10.06%,52.22113382,0.027993244,-0.035409208,-110.54%,-0.01,-2.11,(0.57),1
1636,2021/3/5,1696.25,1715.55,1737.395,1766.07,1783.548333,1821.1875,-15.85,-0.93%,-11.94%,10.13%,53.5093157,0.028703333,-0.03812531,-117.89%,0,-2.18,(0.59),1
1637,2021/3/6,1696.25,1707.97,1728.22,1760.065,1780.56,1817.119167,0,0.00%,-12.04%,10.19%,54.73770238,0.029382293,-0.040768073,-118.13%,0,-2.18,(0.59),0
1638,2021/3/7,1696.25,1702.45,1719.88,1754.0125,1777.003333,1813.190833,0,0.00%,-11.24%,10.24%,55.89627443,0.030024871,-0.041954526,-109.68%,0,-2.1,(0.56),0
1639,2021/3/8,1687.05,1697.58,1714.3,1748.6525,1773.14,1809.306667,-9.2,-0.54%,-13.36%,10.28%,57.25295117,0.030774063,-0.042613668,-130.01%,0,-2.3,(0.62),1
1640,2021/3/9,1716.9,1698.54,1711.705,1745.4625,1770.271667,1806.873333,29.85,1.77%,-12.68%,10.27%,57.86621025,0.031124983,-0.040520146,-123.47%,0,-2.23,(0.60),1
1641,2021/3/10,1716.2,1702.53,1709.04,1742.615,1766.303333,1804.428333,-0.7,-0.04%,-11.87%,10.24%,58.27635714,0.031368902,-0.036105539,-115.93%,0,-2.16,(0.58),1
1642,2021/3/11,1724.25,1708.13,1708.05,1739.5175,1762.458333,1802.1175,8.05,0.47%,-11.46%,10.22%,58.72594492,0.031631897,-0.030825315,-112.17%,-0.01,-2.12,(0.57),1
1643,2021/3/12,1704.8,1709.84,1706.145,1735.4475,1757.863333,1799.743333,-19.45,-1.13%,-12.46%,10.12%,59.4015558,0.032018921,-0.027319151,-123.13%,-0.01,-2.23,(0.60),1
1644,2021/3/13,1704.8,1713.39,1705.485,1731.3775,1753.353333,1797.469167,0,0.00%,-12.96%,10.07%,60.03965422,0.03238627,-0.022792516,-128.70%,-0.01,-2.29,(0.61),0
1645,2021/3/14,1704.8,1710.97,1704.755,1726.245,1749.635,1794.901667,0,0.00%,-12.55%,9.96%,60.53780811,0.03267971,-0.022098895,-125.90%,0,-2.26,(0.61),0
1646,2021/3/15,1723.65,1712.46,1707.495,1722.445,1746.545,1792.933333,18.85,1.11%,-12.14%,9.82%,60.85286125,0.03287191,-0.019515672,-123.57%,0.01,-2.24,(0.60),1
1647,2021/3/16,1735,1714.61,1711.37,1719.795,1743.833333,1791.2,11.35,0.66%,-10.39%,9.67%,60.89783829,0.032918488,-0.0167581,-107.44%,0.01,-2.07,(0.55),1
1648,2021/3/17,1729.65,1719.58,1714.71,1717.295,1740.911667,1789.3775,-5.35,-0.31%,-11.34%,9.55%,61.20516498,0.03310504,-0.012253159,-118.71%,0,-2.19,(0.59),1
1649,2021/3/18,1725.9,1723.8,1718.595,1716.4475,1738.633333,1787.4925,-3.75,-0.22%,-11.53%,9.41%,61.40425836,0.033235068,-0.008531605,-122.56%,-0.01,-2.23,(0.60),1
1650,2021/3/19,1735.2,1729.88,1720.425,1716.065,1737.116667,1785.861667,9.3,0.54%,-11.05%,9.29%,61.48092265,0.033298036,-0.004165907,-118.94%,-0.01,-2.19,(0.59),1
1651,2021/3/20,1735.2,1732.19,1722.325,1715.6825,1735.851667,1784.203333,0,0.00%,-9.12%,9.24%,61.53442706,0.033348533,-0.002109435,-98.71%,0,-1.99,(0.53),0
1652,2021/3/21,1735.2,1732.23,1723.42,1715.735,1734.151667,1782.18,0,0.00%,-8.96%,9.21%,61.88423294,0.033555607,-0.001108131,-97.32%,0,-1.97,(0.53),0
