index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,Standard Dev,Coefficient of Variation,Bias(5:30),Danger
1405,2020/7/17,9131,9243.6,9278.87,9200.57,9271.51,9378.43,-62.51,-0.68%,3609.831482,0.584982595,0.003010297,
1406,2020/7/18,9154.19,9222.61,9257.08,9199.39,9258.34,9369.45,23.19,0.25%,3609.424215,0.584715682,0.003859223,
1407,2020/7/19,9174.71,9194.27,9246.87,9206.89,9248.32,9360.03,20.52,0.22%,3609.02831,0.584449698,0.005844305,
1408,2020/7/20,9214.66,9181.59,9220.34,9209.25,9241.48,9349.85,39.95,0.44%,3608.655375,0.58418522,0.006480564,
1409,2020/7/21,9163.87,9173.61,9218,9210.72,9238.63,9344.92,-50.79,-0.55%,3608.251596,0.583919629,0.00703784,
1410,2020/7/22,9392.66,9167.69,9205.65,9212.21,9232.18,9346.69,228.79,2.50%,3607.986275,0.583661592,0.006985349,
1411,2020/7/23,9537.4,9220.02,9221.32,9220.03,9235.77,9350.44,144.74,1.54%,3607.813101,0.58340928,0.001705326,
1412,2020/7/24,9613.11,9296.66,9245.47,9242.5,9230.62,9356.43,75.71,0.79%,3607.688933,0.583160349,-0.007154449,
1413,2020/7/25,9551.28,9384.34,9282.96,9269.53,9230.34,9371.13,-61.83,-0.64%,3607.522176,0.582909174,-0.016684109,
1414,2020/7/26,9707.5,9451.66,9312.64,9290.53,9239.5,9382,156.22,1.64%,3607.459303,0.582664897,-0.022962282,
1415,2020/7/27,9938.83,9560.39,9364.04,9321.45,9255.06,9396.41,231.33,2.38%,3607.559163,0.582432059,-0.032990602,
1416,2020/7/28,11042.4,9669.62,9444.82,9350.95,9281.2,9408.76,1103.57,11.10%,3608.583715,0.582275813,-0.041850192,
1417,2020/7/29,10934.94,9970.62,9633.64,9440.26,9349.14,9433.31,-107.46,-0.97%,3609.502773,0.582110294,-0.066474563,
1418,2020/7/30,11102.67,10234.99,9809.67,9515,9409.39,9458.46,167.73,1.53%,3610.574843,0.581958971,-0.087742138,
1419,2020/7/31,11114.93,10545.27,9998.47,9608.23,9473.3,9481.87,12.26,0.11%,3611.653505,0.581808525,-0.113156978,
1420,2020/8/1,11343.88,10826.75,10193.57,9699.61,9539.33,9509.61,228.95,2.06%,3612.950819,0.581678817,-0.134959164,
1421,2020/8/2,11823.69,11107.76,10388.69,9805,9609.58,9528.6,479.81,4.23%,3614.743419,0.581597852,-0.155904837,
1422,2020/8/3,11077.77,11264.02,10617.32,9931.39,9700.77,9566.9,-745.92,-6.31%,3615.769917,0.581443333,-0.161147002,
1423,2020/8/4,11242.57,11292.59,10763.79,10023.38,9767.62,9590.57,164.8,1.49%,3616.949467,0.581303217,-0.156125034,
1424,2020/8/5,11194.25,11320.57,10932.92,10122.78,9837.99,9614.7,-48.32,-0.43%,3618.076753,0.581158493,-0.150699482,
1425,2020/8/6,11750.28,11336.43,11081.59,10222.82,9908.17,9640.87,556.03,4.97%,3619.763568,0.58106784,-0.144149727,
1426,2020/8/7,11772.94,11417.71,11262.74,10353.78,9988.21,9675.54,22.66,0.19%,3621.46734,0.580979045,-0.143118737,
1427,2020/8/8,11605.6,11407.56,11335.79,10484.72,10072.1,9709.19,-167.34,-1.42%,3622.987428,0.580872332,-0.132590026,
1428,2020/8/9,11767.6,11513.13,11402.86,10606.26,10144.29,9739.57,162,1.40%,3624.671178,0.580781912,-0.134936994,
1429,2020/8/10,11684.06,11618.13,11469.35,10733.91,10228.6,9772.78,-83.54,-0.71%,3626.259374,0.580682238,-0.135847526,
1430,2020/8/11,11893.03,11716.1,11526.26,10859.92,10308.49,9802.65,208.97,1.79%,3628.063658,0.580604192,-0.136548612,
1431,2020/8/12,11392.43,11744.65,11581.18,10984.94,10397.06,9846.09,-500.6,-4.21%,3629.341095,0.580474952,-0.129612602,
1432,2020/8/13,11573.11,11668.54,11538.05,11077.69,10466.95,9878.3,180.68,1.59%,3630.794265,0.580362719,-0.114798485,
1433,2020/8/14,11777.43,11662.05,11587.59,11175.69,10544.78,9913.29,204.32,1.77%,3632.453466,0.580270804,-0.105954795,
1434,2020/8/15,11774.38,11664.01,11641.07,11287,10628.88,9954.08,-3.05,-0.03%,3634.102304,0.580178042,-0.097388436,
1435,2020/8/16,11873.98,11682.08,11699.09,11390.34,10714.91,9993.21,99.6,0.85%,3635.850048,0.58009525,-0.090263941,
1436,2020/8/17,11914.01,11678.27,11711.46,11487.1,10806.34,10032.34,40.03,0.34%,3637.633389,0.580016164,-0.080686893,
1437,2020/8/18,12293.72,11782.58,11725.56,11530.68,10898.33,10073.33,379.71,3.19%,3639.831981,0.579979448,-0.081136284,
1438,2020/8/19,11969.53,11926.7,11794.38,11598.62,11002.3,10121.89,-324.19,-2.64%,3641.65939,0.579905016,-0.084018796,
1439,2020/8/20,11734,11965.12,11814.57,11641.96,11094.13,10166.38,-235.53,-1.97%,3643.229086,0.579805264,-0.078509085,
1440,2020/8/21,11865.82,11957.05,11819.56,11672.91,11179.8,10205.99,131.82,1.12%,3644.930353,0.579718609,-0.069522711,
1441,2020/8/22,11522.8,11955.42,11816.84,11699.01,11262.24,10249.01,-343.02,-2.89%,3646.271885,0.57959729,-0.061549035,
1442,2020/8/23,11683.44,11877.17,11829.88,11683.97,11328.42,10279.52,160.64,1.39%,3647.769466,0.579491117,-0.048440118,
1443,2020/8/24,11653.02,11755.12,11840.91,11714.25,11397.43,10313.89,-30.42,-0.26%,3649.229542,0.57938153,-0.031383391,
1444,2020/8/25,11763.93,11691.82,11828.47,11734.77,11467.49,10353.49,110.91,0.95%,3650.796913,0.579282513,-0.019562258,
1445,2020/8/26,11337.4,11697.8,11827.42,11763.26,11536.03,10395.55,-426.53,-3.63%,3651.933933,0.579142942,-0.014023022,
1446,2020/8/27,11467.37,11592.12,11773.77,11742.61,11582.65,10431.93,129.97,1.15%,3653.190941,0.579014741,-0.000817602,
1447,2020/8/28,11302.01,11581.03,11729.1,11727.33,11596.82,10472.98,-165.36,-1.44%,3654.283812,0.578871608,0.00136158,
1448,2020/8/29,11534.75,11504.75,11629.93,11712.15,11609.06,10509.22,232.74,2.06%,3655.595786,0.578749039,0.008985224,
1449,2020/8/30,11481.64,11481.09,11586.45,11700.51,11623.46,10548.38,-53.11,-0.46%,3656.849972,0.578621274,0.012248504,
1450,2020/8/31,11707.78,11424.63,11561.22,11690.39,11635.68,10587.51,226.14,1.97%,3658.323104,0.578514469,0.018138175,
1451,2020/9/1,11659.57,11498.71,11545.41,11681.13,11647.81,10628.7,-48.21,-0.41%,3659.741262,0.578402603,0.01280069,
1452,2020/9/2,11923.25,11537.15,11559.09,11694.48,11642.34,10671.56,263.68,2.26%,3661.423881,0.578316525,0.009035125,
1453,2020/9/3,11397.44,11661.4,11583.07,11711.99,11670.52,10719.07,-525.81,-4.41%,3662.57359,0.578179918,0.000781456,
1454,2020/9/4,10187.51,11633.94,11557.51,11692.99,11675.69,10756.84,-1209.93,-10.62%,3662.706801,0.577959349,0.003575806,
1455,2020/9/5,10467.89,11375.11,11399.87,11613.65,11642.13,10775.15,280.38,2.75%,3663.047553,0.577754483,0.022935666,
1456,2020/9/6,10159.62,11127.13,11312.92,11543.34,11599.38,10793.8,-308.27,-2.94%,3663.156268,0.577532837,0.040713383,
1457,2020/9/7,10254.93,10827.14,11182.15,11455.62,11545.6,10808.85,95.31,0.94%,3663.331872,0.577316295,0.062228035,
1458,2020/9/8,10367.74,10493.48,11077.44,11353.68,11500.58,10822.43,112.81,1.10%,3663.588909,0.57710607,0.087569496,
1459,2020/9/9,10121.52,10287.54,10960.74,11273.6,11453.92,10841.26,-246.22,-2.37%,3663.664276,0.576883083,0.101832386,
1460,2020/9/10,10227.83,10274.34,10824.73,11192.97,11401.84,10855.16,106.31,1.05%,3663.813611,0.576665637,0.098887548,
1461,2020/9/11,10352.66,10226.33,10676.73,11111.07,11346.33,10871.7,124.83,1.22%,3664.052495,0.576455046,0.098710332,
1462,2020/9/12,10395.44,10264.94,10546.04,11052.57,11311.67,10889.31,42.78,0.41%,3664.32104,0.576246991,0.092535408,
1463,2020/9/13,10446.44,10293.04,10393.26,10988.17,11272.41,10908.6,51,0.49%,3664.62571,0.576041981,0.086882042,
1464,2020/9/14,10330.77,10308.78,10298.16,10927.84,11228.05,10928.46,-115.67,-1.11%,3664.841122,0.575830616,0.081872631,
1465,2020/9/15,10674.64,10350.63,10312.48,10856.18,11179.93,10947.42,343.87,3.33%,3665.318886,0.575639762,0.074177566,
1466,2020/9/16,10785.62,10439.99,10333.16,10823.04,11139.95,10973.14,110.98,1.04%,3665.883556,0.575456255,0.062833316,
1467,2020/9/17,10948.43,10526.58,10395.76,10788.95,11102.34,11000.33,162.81,1.51%,3666.580823,0.575284085,0.051859338,
1468,2020/9/18,10943.89,10637.18,10465.11,10771.27,11057.49,11029.9,-4.54,-0.04%,3667.270511,0.575111558,0.038011339,
1469,2020/9/19,10931.79,10736.67,10522.72,10741.73,11023.31,11058.72,-12.1,-0.11%,3667.94627,0.574938138,0.026003079,
1470,2020/9/20,11081.43,10856.87,10603.75,10714.24,10996.56,11088.18,149.64,1.37%,3668.746582,0.574775619,0.012703064,
1471,2020/9/21,10919.65,10938.23,10689.11,10682.92,10970.42,11116.33,-161.78,-1.46%,3669.404645,0.574601268,0.002934254,
1472,2020/9/22,10430.46,10965.04,10745.81,10645.92,10950.31,11139.37,-489.19,-4.48%,3669.671239,0.574396047,-0.001345167,
1473,2020/9/23,10532.22,10861.44,10749.31,10571.28,10908.55,11152.99,101.76,0.98%,3670.012337,0.574196792,0.004318631,
1474,2020/9/24,10234.48,10779.11,10757.89,10528.02,10871.19,11169.34,-297.74,-2.83%,3670.131398,0.57398145,0.008470094,
1475,2020/9/25,10732.43,10639.65,10748.26,10530.37,10820.21,11178.12,497.95,4.87%,3670.624057,0.573794742,0.016687292,
1476,2020/9/26,10692.84,10569.85,10754.04,10543.6,10800.04,11191.35,-39.59,-0.37%,3671.082146,0.573605563,0.02131381,
1477,2020/9/27,10732.4,10524.49,10744.76,10570.26,10774.22,11185.52,39.56,0.37%,3671.568677,0.573418953,0.023178476,
1478,2020/9/28,10774.24,10584.87,10723.16,10594.13,10755.24,11182.15,41.84,0.39%,3672.085643,0.573235089,0.015840651,
1479,2020/9/29,10692.33,10633.28,10706.19,10614.46,10729.89,11176.67,-81.91,-0.76%,3672.534296,0.57304604,0.00900382,
1480,2020/9/30,10840.8,10724.85,10682.25,10643,10703.57,11169.63,148.47,1.39%,3673.098867,0.572866634,-0.001988122,
1481,2020/10/1,10777.92,10746.52,10658.18,10673.65,10674.68,11161.24,-62.88,-0.58%,3673.6094,0.57268312,-0.006729944,
1482,2020/10/2,10619.24,10763.54,10644.01,10694.91,10645.29,11143.81,-158.68,-1.47%,3673.992143,0.572489762,-0.011108199,
1483,2020/10/3,10575.06,10740.91,10662.89,10706.1,10601.82,11136.17,-44.18,-0.42%,3674.338305,0.57229387,-0.013119446,
1484,2020/10/4,10551.77,10701.07,10667.17,10712.53,10574.41,11125.05,-23.29,-0.22%,3674.664166,0.572096723,-0.011977973,
1485,2020/10/5,10673.46,10672.96,10698.9,10723.58,10586.55,11114.34,121.69,1.15%,3675.08075,0.571906909,-0.008162244,
1486,2020/10/6,10788.56,10639.49,10693.01,10723.52,10593.4,11096.39,115.1,1.08%,3675.585103,0.571724374,-0.004350822,
1487,2020/10/7,10603.74,10641.62,10702.58,10723.67,10614.37,11079.99,-184.82,-1.71%,3675.942288,0.571530513,-0.002567274,
1488,2020/10/8,10670.8,10638.52,10689.71,10706.44,10625.99,11063.29,67.06,0.63%,3676.348306,0.571340745,-0.001179184,
1489,2020/10/9,10923.3,10657.67,10679.37,10692.78,10636.1,11045.01,252.5,2.37%,3676.952462,0.571167228,-0.002027999,
1490,2020/10/10,11063.19,10731.97,10702.47,10692.36,10662.82,11032.33,139.89,1.28%,3677.66939,0.571003423,-0.006485151,
1491,2020/10/11,11302.67,10809.92,10724.7,10691.44,10690.67,11018.5,239.48,2.16%,3678.589393,0.570857439,-0.011154586,
1492,2020/10/12,11376.61,10912.74,10777.18,10710.6,10722.33,11017,73.94,0.65%,3679.570902,0.570717145,-0.017758267,
1493,2020/10/13,11540.04,11067.31,10852.92,10757.9,10755.04,11013.73,163.43,1.44%,3680.696709,0.570590079,-0.02903476,
1494,2020/10/14,11428.24,11241.16,10949.41,10808.29,10791.49,11009.77,-111.8,-0.97%,3681.715348,0.570453556,-0.041668945,
1495,2020/10/15,11431.32,11342.15,11037.06,10867.98,10828.08,11004,3.08,0.03%,3682.732119,0.570317096,-0.047475637,
1496,2020/10/16,11503.73,11415.78,11112.85,10902.93,10853.3,10996.62,72.41,0.63%,3683.809995,0.570186357,-0.051825712,
1497,2020/10/17,11327.57,11455.99,11184.36,10943.47,10877.23,10989.79,-176.16,-1.53%,3684.725014,0.570041328,-0.0532084,
1498,2020/10/18,11366.51,11446.18,11256.75,10973.23,10889.87,10973.68,38.94,0.34%,3685.670121,0.56989919,-0.051085091,
1499,2020/10/19,11508.2,11411.47,11326.32,11002.84,10903.96,10963.63,141.69,1.25%,3686.73809,0.56976825,-0.046543641,
1500,2020/10/20,11758.16,11427.47,11384.81,11043.64,10923.17,10959.87,249.96,2.17%,3688.034234,0.569658432,-0.046167916,
1501,2020/10/21,11925.46,11492.83,11454.31,11089.5,10945.73,10958.07,167.3,1.42%,3689.486786,0.569563497,-0.049982961,
1502,2020/10/22,12831.56,11577.18,11516.58,11146.88,10979.26,10964.79,906.1,7.60%,3691.896311,0.569563766,-0.054459044,
1503,2020/10/23,12990.25,11877.98,11662.08,11257.5,11059.3,10983.92,158.69,1.24%,3694.479724,0.569582071,-0.074026385,
1504,2020/10/24,12944.52,12202.73,11807.1,11378.26,11141.23,11006.21,-45.73,-0.35%,3696.999616,0.569593736,-0.095276733,
1505,2020/10/25,13128.46,12489.99,11958.73,11497.89,11231.56,11025.88,183.94,1.42%,3699.725442,0.569626881,-0.112044097,
1506,2020/10/26,13036.77,12764.05,12128.44,11620.64,11311.43,11055.74,-91.69,-0.70%,3702.332226,0.56964751,-0.128420545,
1507,2020/10/27,13076.37,12986.31,12281.75,11733.06,11389.56,11081.89,39.6,0.30%,3704.975091,0.569671864,-0.140194178,
1508,2020/10/28,13651.47,13035.27,12456.63,11856.69,11467.69,11111.47,575.1,4.40%,3708.312097,0.569769984,-0.136695359,
1509,2020/10/29,13289,13167.52,12685.12,12005.72,11563.6,11146.74,-362.47,-2.66%,3711.185679,0.569818359,-0.13870421,
1510,2020/10/30,13458.66,13236.41,12863.2,12124,11650.16,11176.87,169.66,1.28%,3714.255096,0.569887417,-0.136156928,
1511,2020/10/31,13564.72,13302.45,13033.25,12243.78,11737.42,11206.05,106.06,0.79%,3717.444141,0.569969121,-0.133336798,
1512,2020/11/1,13810.32,13408.04,13197.18,12356.88,11830.31,11237.8,245.6,1.81%,3720.93281,0.570082975,-0.133363369,
1513,2020/11/2,13758.88,13554.83,13295.05,12478.57,11936.68,11269.25,-51.44,-0.37%,3724.341227,0.570187896,-0.135561144,
1514,2020/11/3,13575.17,13576.32,13371.92,12589.51,12042.81,11308.61,-183.71,-1.34%,3727.503967,0.570266207,-0.127338221,
1515,2020/11/4,14023.31,13633.55,13434.98,12696.85,12143.59,11365.07,448.14,3.30%,3731.229138,0.570405149,-0.122695183,
1516,2020/11/5,14155.59,13746.48,13524.47,12826.45,12255.25,11424.33,132.28,0.94%,3735.115275,0.570561437,-0.121680912,
1517,2020/11/6,15591.39,13864.65,13636.35,12959.05,12367.49,11490.93,1435.8,10.14%,3741.09006,0.57095444,-0.121056091,
1518,2020/11/7,15595.77,14220.87,13887.85,13172.24,12533.74,11579.87,4.38,0.03%,3747.044967,0.571344131,-0.134607069,
1519,2020/11/8,14839.84,14588.25,14082.28,13383.7,12697.91,11667,-755.93,-4.85%,3751.826255,0.571598313,-0.148870168,
1520,2020/11/9,15490.6,14841.18,14237.36,13550.28,12828.46,11745.64,650.76,4.39%,3757.566174,0.571961374,-0.156894904,
1521,2020/11/10,15328.53,15134.64,14440.56,13736.91,12976.04,11833.35,-162.07,-1.05%,3763.0307,0.572291844,-0.166352755,
1522,2020/11/11,15317.04,15369.23,14616.94,13907.06,13110.23,11916.28,-11.49,-0.07%,3768.453871,0.572616766,-0.17230819,
1523,2020/11/12,15708.65,15314.36,14767.61,14031.33,13241.58,11998.31,391.61,2.56%,3774.461149,0.573008101,-0.1565357,
1524,2020/11/13,16295.57,15336.93,14962.59,14167.25,13380.54,12086.01,586.92,3.74%,3781.399292,0.573507118,-0.146211588,
1525,2020/11/14,16339.33,15628.08,15234.63,14334.81,13542.78,12185.43,43.76,0.27%,3788.37854,0.574009632,-0.153978725,
1526,2020/11/15,16091.07,15797.82,15466.23,14495.35,13706.38,12279.84,-248.26,-1.52%,3794.913468,0.574458782,-0.152588794,
1527,2020/11/16,15968.16,15950.33,15659.78,14648.06,13859.29,12368.26,-122.91,-0.76%,3801.219209,0.574880128,-0.150876416,
1528,2020/11/17,16725.15,16080.56,15697.46,14792.65,14013.98,12451.93,756.99,4.74%,3808.761171,0.575445131,-0.147465602,
1529,2020/11/18,17679.72,16283.86,15810.39,14946.34,14192.6,12548.28,954.57,5.71%,3817.9957,0.576210963,-0.147348618,
1530,2020/11/19,17798.45,16560.69,16094.38,15165.87,14398.32,12660.75,118.73,0.67%,3827.407328,0.5769959,-0.150182105,
1531,2020/11/20,17820.57,16852.51,16325.17,15382.86,14599.66,12772.7,22.12,0.12%,3836.811807,0.577777608,-0.154308388,
1532,2020/11/21,18687.45,17198.41,16574.37,15595.66,14796.16,12887.71,866.88,4.86%,3847.873184,0.578758433,-0.162356314,
1533,2020/11/22,18699.75,17742.27,16911.41,15839.51,14991.36,13025.33,12.3,0.07%,3858.897533,0.579731574,-0.183499696,
1534,2020/11/23,18422.28,18137.19,17210.52,16086.56,15181.68,13161.45,-277.47,-1.48%,3869.30451,0.580626421,-0.194676083,
1535,2020/11/24,18398.91,18285.7,17423.19,16328.91,15364.27,13297.92,-23.37,-0.13%,3879.608923,0.581506035,-0.190144406,
1536,2020/11/25,19172.52,18405.79,17629.15,16547.69,15539.95,13425.69,773.61,4.20%,3891.423861,0.582566754,-0.184417582,
1537,2020/11/26,18739.8,18676.18,17937.3,16798.54,15744.47,13567.02,-432.72,-2.26%,3902.286383,0.583507956,-0.186205696,
1538,2020/11/27,17151.44,18686.65,18214.46,16955.96,15933.26,13700.48,-1588.36,-8.48%,3910.120534,0.584085574,-0.172807699,
1539,2020/11/28,17138.87,18376.99,18257.09,17033.74,16049.92,13806.76,-12.57,-0.07%,3917.895342,0.584654647,-0.144989508,
1540,2020/11/29,17732.42,18120.31,18203,17148.69,16178.25,13914.2,593.55,3.46%,3926.685404,0.585341077,-0.120041414,
1541,2020/11/30,18191.6,17987.01,18196.4,17260.78,16320.71,14029.06,459.18,2.59%,3936.282359,0.586121017,-0.102097274,
1542,2020/12/1,19709.73,17790.83,18233.5,17403.94,16474.94,14152.63,1518.13,8.35%,3948.877123,0.587260019,-0.079872218,
1543,2020/12/2,18792.52,17984.81,18335.73,17623.57,16671.59,14304.13,-917.21,-4.65%,3959.519991,0.588159105,-0.078769931,
1544,2020/12/3,19226.97,18313.03,18345.01,17777.77,16839.37,14441.09,434.45,2.31%,3970.974202,0.58915279,-0.087512775,
1545,2020/12/4,19454.54,18730.65,18425.48,17924.34,17027.77,14585.68,227.57,1.18%,3982.829749,0.590191607,-0.100006049,
1546,2020/12/5,18670.49,19075.07,18531.04,18080.1,17208.81,14732.03,-784.05,-4.03%,3993.056291,0.591032061,-0.10844794,
1547,2020/12/6,19155.06,19170.85,18480.84,18209.07,17359.3,14863.4,484.57,2.60%,4004.178599,0.591976509,-0.104356166,
1548,2020/12/7,19377.66,19059.92,18522.36,18368.41,17478.09,15005.92,222.6,1.16%,4015.686993,0.592964058,-0.090503596,
1549,2020/12/8,19181.41,19176.94,18744.99,18501.04,17604.16,15151.03,-196.25,-1.01%,4026.738284,0.593893829,-0.089341383,
1550,2020/12/9,18318.87,19167.83,18949.24,18576.12,17748.88,15288.67,-862.54,-4.50%,4036.081398,0.594619388,-0.07994589,
1551,2020/12/10,18554.15,18940.7,19007.89,18602.14,17843.15,15409.59,235.28,1.28%,4045.813509,0.595388161,-0.061511,
1552,2020/12/11,18247.76,18917.43,19044.14,18638.82,17950.67,15530.45,-306.39,-1.65%,4054.931369,0.596083069,-0.053856486,
1553,2020/12/12,18029.36,18735.97,18897.94,18616.84,18048.36,15644.97,-218.4,-1.20%,4063.611938,0.596725406,-0.038098198,
1554,2020/12/13,18803.44,18466.31,18821.63,18583.32,18125.72,15753.13,774.08,4.29%,4073.667732,0.597525296,-0.018790426,
1555,2020/12/14,19164.48,18390.72,18779.27,18602.38,18209.31,15876.05,361.04,1.92%,4084.362131,0.598397469,-0.009962486,
1556,2020/12/15,19276.59,18559.84,18750.27,18640.65,18303.49,16004.93,112.11,0.58%,4095.21737,0.599285732,-0.014005526,
1557,2020/12/16,19439.75,18704.33,18810.88,18645.86,18409.67,16134.48,163.16,0.85%,4106.333712,0.600201797,-0.016005719,
1558,2020/12/17,21379.48,18942.72,18839.35,18680.86,18525.39,16269.68,1939.73,9.98%,4121.485359,0.601596455,-0.022527461,
1559,2020/12/18,22847.46,19612.75,19039.53,18892.26,18680.53,16436.57,1467.98,6.87%,4140.009574,0.603397217,-0.049903295,
1560,2020/12/19,23150.79,20421.55,19406.13,19177.69,18852.79,16625.55,303.33,1.33%,4159.156017,0.605267197,-0.083211026,
1561,2020/12/20,23869.92,21218.81,19889.33,19448.61,19031.2,16815.43,719.13,3.11%,4179.996206,0.607338168,-0.114948611,
1562,2020/12/21,23490.58,22137.48,20420.9,19732.52,19232.85,17014.51,-379.34,-1.59%,4199.708394,0.609261646,-0.151024419,
1563,2020/12/22,22745.48,22947.65,20945.19,19921.56,19392.95,17192.16,-745.1,-3.17%,4217.445538,0.610936481,-0.18329857,
1564,2020/12/23,23824.99,23220.85,21416.8,20119.21,19527.81,17354.74,1079.51,4.75%,4237.727321,0.612914474,-0.189116957,
1565,2020/12/24,23253.37,23416.35,21918.95,20349.11,19707.9,17536.08,-571.62,-2.40%,4256.434801,0.614692576,-0.188170734,
1566,2020/12/25,23715.53,23436.87,22327.84,20539.05,19869.72,17704.83,462.16,1.99%,4276.152872,0.616586015,-0.179526938,
1567,2020/12/26,24693.58,23405.99,22771.74,20791.31,20021.15,17882.81,978.05,4.12%,4298.234026,0.618759475,-0.169063216,
1568,2020/12/27,26443.21,23646.59,23297.12,21068.23,20219.61,18076.43,1749.63,7.09%,4324.945736,0.621493058,-0.169487938,
1569,2020/12/28,26246.58,24386.14,23803.49,21421.51,20529.34,18289.63,-196.63,-0.74%,4350.866703,0.624116098,-0.187867705,
1570,2020/12/29,27036.69,24870.45,24143.4,21774.77,20832.93,18505.59,790.11,3.01%,4378.825435,0.626977956,-0.193804712,
1571,2020/12/30,27376.37,25627.12,24531.99,22210.66,21143.07,18731.89,339.68,1.26%,4407.525496,0.629917328,-0.212081311,
1572,2020/12/31,28856.59,26359.29,24882.64,22651.77,21449.23,18962.08,1480.22,5.41%,4440.440924,0.633363628,-0.228915444,
1573,2021/1/1,28982.56,27191.89,25419.24,23182.21,21754.12,19212.85,125.97,0.44%,4473.42142,0.636799901,-0.249965064,
1574,2021/1/2,29393.75,27699.76,26042.95,23729.87,22093.79,19466.58,411.19,1.42%,4507.359055,0.640336387,-0.253735099,
1575,2021/1/3,32195.46,28329.19,26599.82,24259.39,22432.68,19730.22,2801.71,9.53%,4550.240788,0.6449658,-0.262853569,
1576,2021/1/4,33000.78,29360.95,27494.03,24910.94,22857.38,20033.09,805.32,2.50%,4595.450691,0.649858497,-0.284528236,
1577,2021/1/5,32035.03,30485.83,28422.56,25597.15,23335.06,20347.18,-965.75,-2.93%,4636.750081,0.65423518,-0.306438895,
1578,2021/1/6,34046.67,31121.52,29156.7,26226.91,23764.39,20621.24,2011.64,6.28%,4684.638797,0.659403627,-0.309586318,
1579,2021/1/7,36860.41,32134.34,29917.05,26860.27,24253.36,20928.76,2813.74,8.26%,4742.57212,0.665793294,-0.324943843,
1580,2021/1/8,39486.04,33627.67,30978.43,27560.92,24842.66,21295.77,2625.63,7.12%,4810.385421,0.673378287,-0.35362598,
1581,2021/1/9,40670.25,35085.79,32223.37,28377.68,25548.23,21695.69,1184.21,3.00%,4882.135319,0.681400686,-0.373315881,
1582,2021/1/10,40240.72,36619.68,33552.75,29217.7,26285.43,22118.05,-429.53,-1.06%,4950.843643,0.688981088,-0.393155067,
1583,2021/1/11,38240.09,38260.82,34691.17,30055.2,27018.53,22533.45,-2000.63,-4.97%,5010.37077,0.695367958,-0.416095546,
1584,2021/1/12,35544.94,39099.5,35616.92,30829.93,27692.22,22908.97,-2695.15,-7.05%,5059.087392,0.70039113,-0.41193086,
1585,2021/1/13,34011.82,38836.41,36232.04,31415.93,28250.27,23229.79,-1533.12,-4.31%,5102.001492,0.704684432,-0.374727038,
1586,2021/1/14,37393.13,37741.56,36413.68,31953.85,28745.18,23524.33,3381.31,9.94%,5156.215981,0.710308456,-0.312970035,
1587,2021/1/15,39158.47,37086.14,36852.91,32637.73,29349.07,23879.37,1765.34,4.72%,5216.340066,0.716607984,-0.263622323,
1588,2021/1/16,36828.52,36869.69,37565.25,33360.98,30006.36,24265.87,-2329.95,-5.95%,5267.090058,0.721736077,-0.228729176,
1589,2021/1/17,36065.2,36587.38,37843.44,33880.24,30521.33,24600.93,-763.32,-2.07%,5314.597089,0.726444846,-0.198747892,
1590,2021/1/18,35793.01,36691.43,37763.92,34371.17,30961.92,24907.35,-272.19,-0.75%,5360.650816,0.730951539,-0.185050217,
1591,2021/1/19,36632.35,37047.67,37394.61,34808.99,31383.32,25207.26,839.34,2.34%,5409.009806,0.735699347,-0.18048919,
1592,2021/1/20,36020.13,36895.51,36990.82,35271.79,31808.74,25520.79,-612.22,-1.67%,5454.77868,0.740112946,-0.159917369,
1593,2021/1/21,35538.98,36267.84,36568.77,35629.97,32226.39,25809.67,-481.15,-1.34%,5498.492833,0.744259615,-0.125408089,
1594,2021/1/22,30797.88,36009.93,36298.65,35957.79,32652.84,26090.33,-4741.1,-13.34%,5527.915022,0.746758566,-0.102811578,
1595,2021/1/23,33002.38,34956.47,35823.95,36027.99,32885.27,26296.59,2204.5,7.16%,5563.188107,0.749898663,-0.062982606,
1596,2021/1/24,32099.74,34398.34,35723,36068.34,33210.24,26539.98,-902.64,-2.74%,5595.612867,0.752701352,-0.03577511,
1597,2021/1/25,32276.84,33491.82,35193.67,36023.29,33489.71,26755.43,177.1,0.55%,5628.255373,0.755512363,-6.30044E-05,
1598,2021/1/26,32243.26,32743.16,34505.5,36035.38,33742.49,26981.05,-33.58,-0.10%,5660.534569,0.758267107,0.029616368,
1599,2021/1/27,32541.8,32084.02,34046.98,35945.21,33935.82,27232.58,298.54,0.93%,5693.365059,0.761067116,0.05456771,
1600,2021/1/28,30419.17,32432.8,33694.64,35729.28,34145.66,27489.29,-2122.63,-6.52%,5720.367571,0.763214959,0.05016333,
1601,2021/1/29,33403.17,31916.16,33157.25,35275.93,34258.41,27700.74,2984,9.81%,5755.077022,0.766192684,0.068370073,
1602,2021/1/30,34314.26,32176.85,32834.33,34912.58,34459.3,27954.27,911.09,2.73%,5792.074769,0.769405576,0.06623611,
1603,2021/1/31,34318.1,32584.33,32663.75,34616.26,34641.23,28197.67,3.84,0.01%,5828.755108,0.772564047,0.059377222,
1604,2021/2/1,33136.46,32999.3,32541.66,34420.16,34819.08,28456.43,-1181.64,-3.44%,5861.827835,0.775309078,0.052263874,
