,index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
1487,1487,2020/10/7,10603.74,10638.518,10689.712,10706.4355,10625.99333,11063.2875,-184.82,-0.0171,45.38%,26.15%,1320.223856,0.134695082,0.001178682,173.55%,0.0,0.74,0.02081932165571482
1488,1488,2020/10/8,10670.8,10657.666,10679.368,10692.781,10636.09533,11045.0075,67.06,0.0063,55.25%,26.10%,1308.460433,0.13324129,0.002028063,211.65%,0.0,1.12,0.07738300680468914
1489,1489,2020/10/9,10923.3,10731.972,10702.465,10692.3565,10662.82133,11032.32817,252.5,0.0237,58.50%,26.04%,1292.404085,0.131307072,0.006485213,224.69%,0.01,1.25,0.13685674846442905
1490,1490,2020/10/10,11063.19,10809.918,10724.704,10691.4445,10690.66667,11018.4975,139.89,0.0128,59.98%,25.97%,1276.673487,0.12940584,0.011154714,230.98%,0.01,1.31,0.13267697687345087
1491,1491,2020/10/11,11302.67,10912.74,10777.179,10710.5955,10722.33367,11017.0015,239.48,0.0216,64.82%,25.95%,1261.993311,0.127604317,0.017757919,249.79%,0.02,1.5,0.18704214523121065
1492,1492,2020/10/12,11376.61,11067.314,10852.916,10757.903,10755.03933,11013.7265,73.94,0.0065,65.55%,25.94%,1246.361682,0.125706412,0.029035195,252.72%,0.02,1.53,0.1861253475342937
1493,1493,2020/10/13,11540.04,11241.162,10949.414,10808.294,10791.49267,11009.77,163.43,0.0144,74.22%,25.99%,1231.335927,0.123868726,0.041668873,285.54%,0.02,1.86,0.23739494471877698
1494,1494,2020/10/14,11428.24,11342.15,11037.061,10867.982,10828.075,11004.001,-111.8,-0.0097,60.68%,25.91%,1211.167964,0.121515415,0.047476121,234.24%,0.02,1.34,0.18272419146700364
1495,1495,2020/10/15,11431.32,11415.776,11112.847,10902.9265,10853.29767,10996.62333,3.08,0.0003,62.49%,25.88%,1197.151159,0.119822258,0.05182557,241.48%,0.02,1.41,0.20812541354222922
1496,1496,2020/10/16,11503.73,11455.988,11184.364,10943.471,10877.23467,10989.78533,72.41,0.0063,58.47%,25.78%,1181.914458,0.118005611,0.053207764,226.75%,0.02,1.27,0.21075104216386475
1497,1497,2020/10/17,11327.57,11446.18,11256.747,10973.2295,10889.87267,10973.68283,-176.16,-0.0153,58.87%,25.71%,1167.881889,0.116343475,0.051084834,228.97%,0.01,1.29,0.15793018233766715
1498,1498,2020/10/18,11366.51,11411.474,11326.318,11002.843,10903.96,10963.6325,38.94,0.0034,66.17%,25.69%,1151.703654,0.114464916,0.046544008,257.59%,0.01,1.58,0.19369472070103516
1499,1499,2020/10/19,11508.2,11427.466,11384.808,11043.6365,10923.17367,10959.86917,141.69,0.0125,67.94%,25.70%,1131.363721,0.112155905,0.046167199,264.39%,0.01,1.64,0.20941688278342765
1500,1500,2020/10/20,11758.16,11492.834,11454.305,11089.5045,10945.73133,10958.07483,249.96,0.0217,64.89%,25.68%,1112.140231,0.109954788,0.049983199,252.69%,0.02,1.53,0.2422881834310763
1501,1501,2020/10/21,11925.46,11577.18,11516.584,11146.8815,10979.25833,10964.78583,167.3,0.0142,59.48%,25.53%,1097.767551,0.108250299,0.054459204,233.03%,0.02,1.33,0.22747387401659946
1502,1502,2020/10/22,12831.56,11877.978,11662.079,11257.4975,11059.295,10983.92117,906.1,0.076,70.93%,25.43%,1097.734631,0.107932229,0.07402669,278.87%,0.04,1.79,0.4138388422465937
1503,1503,2020/10/23,12990.25,12202.726,11807.1,11378.257,11141.22933,11006.20833,158.69,0.0124,72.07%,25.32%,1099.469817,0.107781802,0.09527644,284.66%,0.04,1.85,0.3626540127662932
1504,1504,2020/10/24,12944.52,12489.99,11958.728,11497.8945,11231.564,11025.88483,-45.73,-0.0035,68.13%,25.19%,1100.316171,0.107550512,0.112043701,270.42%,0.05,1.7,0.3791812224105494
1505,1505,2020/10/25,13128.46,12764.05,12128.442,11620.6445,11311.43167,11055.73583,183.94,0.0142,68.52%,25.06%,1104.891254,0.10768199,0.128420378,273.41%,0.06,1.73,0.45300122504334195
1506,1506,2020/10/26,13036.77,12986.312,12281.746,11733.055,11389.56267,11081.8925,-91.69,-0.007,67.88%,24.95%,1108.519424,0.107731273,0.140194086,272.09%,0.05,1.72,0.4220119479924748
1507,1507,2020/10/27,13076.37,13035.274,12456.626,11856.6865,11467.695,11111.46517,39.6,0.003,48.97%,24.72%,1111.599113,0.107723381,0.136695212,198.11%,0.05,0.98,0.38731917649176234
1508,1508,2020/10/28,13651.47,13167.518,12685.122,12005.72,11563.60267,11146.74383,575.1,0.044,58.21%,24.63%,1132.764852,0.109488811,0.138703774,236.38%,0.04,1.36,0.4507192374373953
1509,1509,2020/10/29,13289.0,13236.414,12863.202,12124.005,11650.15833,11176.8665,-362.47,-0.0266,50.59%,24.47%,1146.322971,0.110524235,0.136157434,206.74%,0.02,1.07,0.28999016704870706
1510,1510,2020/10/30,13458.66,13302.454,13033.252,12243.7785,11737.42033,11206.04783,169.66,0.0128,49.98%,24.34%,1163.110834,0.111866719,0.133337107,205.37%,0.02,1.05,0.3398252336690767
1511,1511,2020/10/31,13564.72,13408.044,13197.178,12356.881,11830.31367,11237.80033,106.06,0.0079,52.34%,24.20%,1181.701053,0.113378121,0.133363356,216.30%,0.02,1.16,0.3393415831612282
1512,1512,2020/11/1,13810.32,13554.834,13295.054,12478.5665,11936.683,11269.2515,245.6,0.0181,55.42%,24.08%,1202.640642,0.115087849,0.135561194,230.17%,0.02,1.3,0.3655328546190826
1513,1513,2020/11/2,13758.88,13576.316,13371.917,12589.5085,12042.81033,11308.60883,-51.44,-0.0037,52.35%,23.93%,1221.722939,0.116613509,0.127337858,218.77%,0.02,1.19,0.31471904397183964
1514,1514,2020/11/3,13575.17,13633.55,13434.982,12696.855,12143.59033,11365.06983,-183.71,-0.0134,48.03%,23.79%,1238.333986,0.117916461,0.122695152,201.87%,0.02,1.02,0.28344149261896723
1515,1515,2020/11/4,14023.31,13746.48,13524.467,12826.4545,12255.252,11424.32683,448.14,0.033,40.20%,23.68%,1261.538359,0.119820142,0.121680729,169.73%,0.03,0.7,0.3486633134531915
1516,1516,2020/11/5,14155.59,13864.654,13636.349,12959.0475,12367.48633,11490.92633,132.28,0.0094,44.12%,23.63%,1289.22578,0.122183597,0.121056747,186.69%,0.03,0.87,0.32417061439905437
1517,1517,2020/11/6,15591.39,14220.868,13887.851,13172.2385,12533.74133,11579.86733,1435.8,0.1014,63.65%,23.64%,1341.072909,0.126714493,0.134606788,269.25%,0.05,1.69,0.5641735651919366
1518,1518,2020/11/7,15595.77,14588.246,14082.281,13383.7015,12697.907,11667.00117,4.38,0.0003,78.15%,23.76%,1389.242875,0.130851427,0.148870125,328.89%,0.05,2.29,0.479835591386076
1519,1519,2020/11/8,14839.84,14841.18,14237.365,13550.2835,12828.45833,11745.63983,-755.93,-0.0485,72.21%,23.75%,1417.118284,0.133055635,0.156895054,304.06%,0.05,2.04,0.4096379417545985
1520,1520,2020/11/9,15490.6,15134.638,14440.559,13736.9055,12976.03867,11833.35267,650.76,0.0439,75.74%,23.75%,1453.741756,0.136009337,0.16635272,318.90%,0.05,2.19,0.5645718086063551
1521,1521,2020/11/10,15328.53,15369.226,14616.94,13907.059,13110.234,11916.28383,-162.07,-0.0105,64.72%,23.69%,1487.149734,0.138668021,0.172307527,273.15%,0.04,1.73,0.4508734560078402
1522,1522,2020/11/11,15317.04,15314.356,14767.612,14031.333,13241.58167,11998.3105,-11.49,-0.0007,56.45%,23.64%,1521.814217,0.141462217,0.156535253,238.74%,0.04,1.39,0.41883357108652963
1523,1523,2020/11/12,15708.65,15336.932,14962.589,14167.253,13380.53533,12086.014,391.61,0.0256,68.85%,23.70%,1563.681876,0.144913616,0.146212137,290.52%,0.02,1.91,0.4292350727597528
1524,1524,2020/11/13,16295.57,15628.078,15234.629,14334.8055,13542.77967,12185.42733,586.92,0.0374,73.62%,23.75%,1612.089854,0.148866865,0.153978606,310.04%,0.02,2.1,0.46981511987954355
1525,1525,2020/11/14,16339.33,15797.824,15466.231,14495.349,13706.38,12279.83883,43.76,0.0027,68.98%,23.79%,1659.39713,0.152693704,0.152589086,289.98%,0.02,1.9,0.4068576289612426
1526,1526,2020/11/15,16091.07,15950.332,15659.779,14648.064,13859.29133,12368.263,-248.26,-0.0152,65.56%,23.83%,1701.516935,0.156059981,0.150876449,275.16%,0.03,1.75,0.3899590322714933
1527,1527,2020/11/16,15968.16,16080.556,15697.456,14792.6535,14013.97767,12451.92517,-122.91,-0.0076,63.18%,23.85%,1740.107757,0.159095691,0.147465508,264.88%,0.03,1.65,0.3892344016462676
1528,1528,2020/11/17,16725.15,16283.856,15810.394,14946.3375,14192.599,12548.2795,756.99,0.0474,75.86%,23.99%,1790.039792,0.163089231,0.147348417,316.18%,0.04,2.16,0.5163542010708407
1529,1529,2020/11/18,17679.72,16560.686,16094.382,15165.8735,14398.31633,12660.745,954.57,0.0571,95.19%,24.33%,1854.358204,0.168257357,0.15018212,391.19%,0.05,2.91,0.5983110262249538
1530,1530,2020/11/19,17798.45,16852.51,16325.167,15382.863,14599.65933,12772.69533,118.73,0.0067,94.15%,24.63%,1915.409912,0.173038726,0.154308441,382.20%,0.05,2.82,0.5287005897655166
1531,1531,2020/11/20,17820.57,17198.41,16574.371,15595.6555,14796.163,12887.71067,22.12,0.0012,94.16%,24.95%,1974.423302,0.177602943,0.162356078,377.39%,0.05,2.77,0.5313480812300425
1532,1532,2020/11/21,18687.45,17742.268,16911.412,15839.512,14991.35933,13025.32717,866.88,0.0486,114.04%,25.52%,2047.304267,0.18329252,0.183499615,446.86%,0.06,3.47,0.6939821373688669
1533,1533,2020/11/22,18699.75,18137.188,17210.522,16086.5555,15181.676,13161.45267,12.3,0.0007,110.12%,25.99%,2113.962137,0.188331648,0.194676266,423.71%,0.05,3.24,0.611487806282163
1534,1534,2020/11/23,18422.28,18285.7,17423.193,16328.911,15364.268,13297.916,-277.47,-0.0148,108.33%,26.40%,2173.113035,0.192698172,0.190144561,410.38%,0.04,3.1,0.5539936510490303
1535,1535,2020/11/24,18398.91,18405.792,17629.151,16547.691,15539.94967,13425.69067,-23.37,-0.0013,100.04%,26.69%,2228.698469,0.19670624,0.184417736,374.84%,0.03,2.75,0.5232838140311146
1536,1536,2020/11/25,19172.52,18676.182,17937.296,16798.5375,15744.47467,13567.01867,773.61,0.042,100.36%,26.97%,2297.549549,0.201801499,0.186205472,372.09%,0.01,2.72,0.5457779887308835
1537,1537,2020/11/26,18739.8,18686.652,18214.46,16955.958,15933.25567,13700.47533,-432.72,-0.0226,98.81%,27.26%,2357.284001,0.206130856,0.172808144,362.48%,0.0,2.62,0.40655638284539775
1538,1538,2020/11/27,17151.44,18376.99,18257.089,17033.7415,16049.92133,13806.762,-1588.36,-0.0848,76.85%,27.35%,2390.216099,0.208233388,0.144989413,281.04%,-0.02,1.81,0.18561227419556062
1539,1539,2020/11/28,17138.87,18120.308,18203.004,17148.693,16178.25033,13914.20433,-12.57,-0.0007,81.35%,27.48%,2423.002678,0.210336426,0.120041267,296.07%,-0.02,1.96,0.27184810781557994
1540,1540,2020/11/29,17732.42,17987.01,18196.401,17260.784,16320.709,14029.06467,593.55,0.0346,73.78%,27.54%,2461.392569,0.212823673,0.102097341,267.84%,-0.01,1.68,0.2956798543369728
1541,1541,2020/11/30,18191.6,17790.826,18233.504,17403.9375,16474.93833,14152.626,459.18,0.0259,90.98%,27.76%,2507.757251,0.216008379,0.079872084,327.71%,0.0,2.28,0.30142352752851265
1542,1542,2020/12/1,19709.73,17984.812,18335.732,17623.572,16671.58533,14304.13417,1518.13,0.0835,104.08%,28.09%,2573.750183,0.220623491,0.078770353,370.55%,0.02,2.71,0.445884746611564
1543,1543,2020/12/2,18792.52,18313.028,18345.009,17777.7655,16839.37333,14441.09183,-917.21,-0.0465,91.87%,28.27%,2622.971605,0.223874293,0.087512441,324.91%,0.03,2.25,0.26988691027889217
1544,1544,2020/12/3,19226.97,18730.648,18425.478,17924.3355,17027.76667,14585.6785,434.45,0.0231,99.79%,28.54%,2677.409576,0.227508715,0.100006147,349.63%,0.03,2.5,0.4034486318298926
1545,1545,2020/12/4,19454.54,19075.072,18531.041,18080.096,17208.80767,14732.02983,227.57,0.0118,101.18%,28.81%,2732.499423,0.231123203,0.108448207,351.22%,0.03,2.51,0.4020432069589446
1546,1546,2020/12/5,18670.49,19170.85,18480.838,18209.067,17359.30433,14863.39533,-784.05,-0.0403,91.42%,28.98%,2774.447951,0.233688488,0.104355891,315.41%,0.02,2.15,0.2807725468795855
1547,1547,2020/12/6,19155.06,19059.916,18522.364,18368.412,17478.09333,15005.91733,484.57,0.026,95.81%,29.20%,2821.894291,0.236649524,0.090503159,328.08%,0.01,2.28,0.3391183276520693
1548,1548,2020/12/7,19377.66,19176.944,18744.986,18501.0375,17604.15633,15151.03167,222.6,0.0116,98.23%,29.44%,2870.862054,0.239690478,0.089341837,333.67%,0.0,2.34,0.3003884327191556
1549,1549,2020/12/8,19181.41,19167.832,18949.24,18576.122,17748.87533,15288.66683,-196.25,-0.0101,93.91%,29.63%,2915.318855,0.242350682,0.079946286,316.89%,-0.01,2.17,0.22433613027873342
1550,1550,2020/12/9,18318.87,18940.698,19007.885,18602.143,17843.151,15409.59483,-862.54,-0.045,97.27%,29.85%,2947.920329,0.244116054,0.061510828,325.81%,-0.02,2.26,0.12978283120916148
1551,1551,2020/12/10,18554.15,18917.43,19044.14,18638.822,17950.67167,15530.45283,235.28,0.0128,96.13%,30.04%,2979.343662,0.245676516,0.053856388,319.98%,-0.01,2.2,0.21523472510849256
1552,1552,2020/12/11,18247.76,18735.97,18897.943,18616.8375,18048.36233,15644.972,-306.39,-0.0165,92.62%,30.20%,3006.95941,0.246964975,0.038098064,306.64%,-0.02,2.07,0.12023444341520517
1553,1553,2020/12/12,18029.36,18466.31,18821.627,18583.318,18125.71933,15753.12733,-218.4,-0.012,93.24%,30.38%,3031.261188,0.247998096,0.018790463,306.94%,-0.01,2.07,0.11457189499669776
1554,1554,2020/12/13,18803.44,18390.716,18779.274,18602.376,18209.315,15876.04733,774.08,0.0429,99.47%,30.60%,3062.484951,0.249484319,0.009961989,325.02%,0.0,2.25,0.2079374222011217
1555,1555,2020/12/14,19164.48,18559.838,18750.268,18640.6545,18303.48667,16004.93333,361.04,0.0192,101.18%,30.81%,3097.306358,0.251219989,0.014005601,328.37%,0.01,2.28,0.202841839618071
1556,1556,2020/12/15,19276.59,18704.326,18810.878,18645.858,18409.67067,16134.481,112.11,0.0058,103.88%,31.05%,3132.677761,0.252983547,0.016005465,334.52%,0.03,2.35,0.23119076299795038
1557,1557,2020/12/16,19439.75,18942.724,18839.347,18680.8555,18525.39033,16269.684,163.16,0.0085,107.25%,31.31%,3168.341536,0.254728817,0.022527658,342.48%,0.05,2.42,0.28977560350885734
1558,1558,2020/12/17,21379.48,19612.748,19039.529,18892.2575,18680.53467,16436.56683,1939.73,0.0998,129.88%,31.84%,3228.626541,0.258199412,0.049902926,407.98%,0.07,3.08,0.5423787182919694
1559,1559,2020/12/18,22847.46,20421.552,19406.134,19177.687,18852.79267,16625.5545,1467.98,0.0687,144.16%,32.52%,3309.49349,0.263091718,0.083210979,443.35%,0.09,3.43,0.6138421078084058
1560,1560,2020/12/19,23150.79,21218.814,19889.326,19448.6055,19031.204,16815.43167,303.33,0.0133,149.34%,33.27%,3392.20242,0.26804292,0.114948587,448.88%,0.1,3.49,0.6115593764184535
1561,1561,2020/12/20,23869.92,22137.48,20420.903,19732.5215,19232.849,17014.506,719.13,0.0311,146.29%,33.95%,3483.188931,0.273491038,0.151024479,430.93%,0.1,3.31,0.6859790231463697
1562,1562,2020/12/21,23490.58,22947.646,20945.185,19921.564,19392.95333,17192.15633,-379.34,-0.0159,144.15%,34.59%,3565.754325,0.278307954,0.18329816,416.72%,0.09,3.17,0.6449230497840761
1563,1563,2020/12/22,22745.48,23220.846,21416.797,20119.212,19527.811,17354.7435,-745.1,-0.0317,145.19%,35.22%,3632.936739,0.281955888,0.189116691,412.20%,0.07,3.12,0.5894266545407778
1564,1564,2020/12/23,23824.99,23416.352,21918.952,20349.113,19707.90133,17536.08467,1079.51,0.0475,157.82%,36.00%,3712.290713,0.286328452,0.188170755,438.36%,0.05,3.38,0.6749795344940415
1565,1565,2020/12/24,23253.37,23436.868,22327.841,20539.0545,19869.71667,17704.83317,-571.62,-0.024,154.01%,36.69%,3779.321341,0.289768256,0.179527036,419.80%,0.02,3.2,0.48932855567178807
1566,1566,2020/12/25,23715.53,23405.99,22771.735,20791.3065,20021.15033,17882.8125,462.16,0.0199,163.38%,37.48%,3850.016262,0.293378986,0.169063196,435.96%,0.02,3.36,0.5433313956574217
1567,1567,2020/12/26,24693.58,23646.59,23297.118,21068.2325,20219.60967,18076.43267,978.05,0.0412,170.54%,38.35%,3932.053317,0.297664212,0.169487957,444.69%,0.03,3.45,0.5993125342362906
1568,1568,2020/12/27,26443.21,24386.136,23803.491,21421.51,20529.33533,18289.62833,1749.63,0.0709,187.88%,39.50%,4040.713836,0.303690644,0.187867781,475.70%,0.05,3.76,0.7296350877225344
1569,1569,2020/12/28,26246.58,24870.454,24143.403,21774.7685,20832.92567,18505.588,-196.63,-0.0074,187.35%,40.58%,4141.253243,0.309057455,0.193805152,461.63%,0.06,3.62,0.6406464296394171
1570,1570,2020/12/29,27036.69,25627.118,24531.993,22210.6595,21143.068,18731.8885,790.11,0.0301,192.72%,41.73%,4250.543775,0.314889322,0.212081331,461.80%,0.07,3.62,0.7438426573450702
1571,1571,2020/12/30,27376.37,26359.286,24882.638,22651.7705,21449.227,18962.08267,339.68,0.0126,201.24%,42.96%,4361.280903,0.320711813,0.228915429,468.46%,0.08,3.68,0.7704305824755462
1572,1572,2020/12/31,28856.59,27191.888,25419.239,23182.212,21754.12233,19212.85383,1480.22,0.0541,218.07%,44.43%,4492.507552,0.327729545,0.249964838,490.83%,0.08,3.91,0.8772940478628835
1573,1573,2021/1/1,28982.56,27699.758,26042.947,23729.872,22093.79033,19466.58183,125.97,0.0044,217.40%,45.81%,4619.613191,0.334319161,0.25373499,474.53%,0.08,3.75,0.8040126487962447
1574,1574,2021/1/2,29393.75,28329.192,26599.823,24259.3875,22432.683,19730.22483,411.19,0.0142,223.40%,47.21%,4748.399674,0.340877734,0.262853489,473.16%,0.08,3.73,0.8317949976242128
1575,1575,2021/1/3,32195.46,29360.946,27494.032,24910.9365,22857.38033,20033.094,2801.71,0.0953,244.38%,48.91%,4923.900307,0.350266573,0.284528042,499.62%,0.09,4.0,1.017920070339343
1576,1576,2021/1/4,33000.78,30485.828,28422.557,25597.146,23335.05667,20347.1805,805.32,0.025,256.53%,50.79%,5107.620971,0.359989416,0.306438996,505.04%,0.09,4.05,0.9577822453179907
1577,1577,2021/1/5,32035.03,31121.516,29156.702,26226.91,23764.389,20621.24117,-965.75,-0.0293,239.35%,52.26%,5262.819778,0.367666757,0.309586205,458.01%,0.1,3.58,0.8788947484115159
1578,1578,2021/1/6,34046.67,32134.338,29917.048,26860.2695,24253.356,20928.75617,2011.64,0.0628,268.55%,54.19%,5449.658626,0.377137676,0.324943979,495.53%,0.11,3.96,1.0764980613440522
1579,1579,2021/1/7,36860.41,33627.67,30978.431,27560.917,24842.656,21295.76567,2813.74,0.0826,296.89%,56.62%,5683.319936,0.389197561,0.353626198,524.38%,0.12,4.24,1.1881978429989946
1580,1580,2021/1/8,39486.04,35085.786,32223.366,28377.6795,25548.22833,21695.68967,2625.63,0.0712,327.53%,59.58%,5961.300074,0.403622225,0.373315814,549.77%,0.13,4.5,1.2397619589122377
1581,1581,2021/1/9,40670.25,36619.68,33552.754,29217.696,26285.43167,22118.05167,1184.21,0.03,337.51%,62.58%,6248.528745,0.418152709,0.393154979,539.36%,0.11,4.39,1.168105408827855
1582,1582,2021/1/10,40240.72,38260.818,34691.167,30055.203,27018.53033,22533.44633,-429.53,-0.0106,335.59%,65.30%,6509.562788,0.430693562,0.416095455,513.94%,0.09,4.14,1.0942914649205404
1583,1583,2021/1/11,38240.09,39099.502,35616.92,30829.9335,27692.22133,22908.97033,-2000.63,-0.0497,313.20%,67.41%,6716.600538,0.439730067,0.411930864,464.62%,0.06,3.65,0.9438097660976001
1584,1584,2021/1/12,35544.94,38836.408,36232.039,31415.931,28250.27133,23229.79317,-2695.15,-0.0705,286.63%,68.96%,6867.427094,0.445369332,0.374726902,415.68%,0.03,3.16,0.7644756515734727
1585,1585,2021/1/13,34011.82,37741.564,36413.675,31953.8535,28745.18267,23524.33467,-1533.12,-0.0431,272.49%,70.19%,6988.44497,0.449222957,0.312970053,388.19%,0.01,2.88,0.6447477179147355
1586,1586,2021/1/14,37393.13,37086.14,36852.91,32637.7335,29349.06733,23879.369,3381.31,0.0994,308.48%,71.95%,7156.83366,0.455475473,0.263622437,428.72%,0.0,3.29,0.7682625945956453
1587,1587,2021/1/15,39158.47,36869.69,37565.254,33360.978,30006.358,24265.87417,1765.34,0.0472,326.81%,73.97%,7347.933037,0.462755399,0.228729258,441.82%,-0.01,3.42,0.6243404783111536
1588,1588,2021/1/16,36828.52,36587.376,37843.439,33880.2435,30521.326,24600.93033,-2329.95,-0.0595,299.67%,75.45%,7493.017987,0.467395255,0.198747918,397.21%,-0.01,2.97,0.39777418890867833
1589,1589,2021/1/17,36065.2,36691.428,37763.918,34371.1745,30961.91733,24907.355,-763.32,-0.0207,293.56%,76.76%,7621.285498,0.471037549,0.185050254,382.42%,-0.01,2.82,0.4211912454750115
1590,1590,2021/1/18,35793.01,37047.666,37394.615,34808.9905,31383.32467,25207.26433,-272.19,-0.0075,281.07%,77.85%,7740.522826,0.474096131,0.180488887,361.04%,-0.01,2.61,0.4200778181612171
1591,1591,2021/1/19,36632.35,36895.51,36990.825,35271.7895,31808.739,25520.794,839.34,0.0234,284.09%,78.97%,7867.995315,0.477502199,0.159917405,359.74%,-0.02,2.6,0.4091414178699848
1592,1592,2021/1/20,36020.13,36267.842,36568.766,35629.9665,32226.39067,25809.672,-612.22,-0.0167,274.70%,79.93%,7982.975065,0.480216079,0.125408128,343.66%,-0.02,2.44,0.28603864973983023
1593,1593,2021/1/21,35538.98,36009.934,36298.655,35957.7875,32652.84067,26090.32583,-481.15,-0.0134,272.09%,80.84%,8087.803176,0.482365753,0.102811678,336.59%,-0.03,2.37,0.22926454876771524
1594,1594,2021/1/22,30797.88,34956.47,35823.949,36027.994,32885.27033,26296.58583,-4741.1,-0.1334,217.26%,81.12%,8136.26369,0.48188236,0.062982595,267.81%,-0.04,1.68,-0.0663047190806154
1595,1595,2021/1/23,33002.38,34398.344,35723.005,36068.34,33210.23733,26539.977,2204.5,0.0716,232.05%,81.51%,8205.666654,0.482316393,0.035775314,284.69%,-0.04,1.85,0.18817216764520234
1596,1596,2021/1/24,32099.74,33491.822,35193.666,36023.288,33489.711,26755.43067,-902.64,-0.0274,190.70%,81.54%,8264.320442,0.482293103,6.3e-05,233.87%,-0.05,1.34,-0.06044325674386893
1597,1597,2021/1/25,32276.84,32743.164,34505.503,36035.3785,33742.48633,26981.048,177.1,0.0055,195.17%,81.66%,8327.469655,0.482673788,-0.029616144,239.01%,-0.04,1.39,-0.040246065038852016
1598,1598,2021/1/26,32243.26,32084.02,34046.977,35945.208,33935.82133,27232.57833,-33.58,-0.001,190.41%,81.71%,8387.721993,0.482871209,-0.054567748,233.02%,-0.03,1.33,-0.07428486197279607
1599,1599,2021/1/27,32541.8,32432.804,33694.637,35729.2775,34145.662,27489.29383,298.54,0.0093,192.78%,81.79%,8449.523464,0.483134588,-0.050163268,235.69%,-0.02,1.36,-0.030744490966391112
1600,1600,2021/1/28,30419.17,31916.162,33157.253,35275.934,34258.41133,27700.73967,-2122.63,-0.0652,168.15%,81.73%,8490.13009,0.482513908,-0.068370051,205.75%,-0.03,1.06,-0.20354672114217925
1601,1601,2021/1/29,33403.17,32176.848,32834.335,34912.58,34459.30467,27954.26583,2984.0,0.0981,182.51%,81.74%,8557.573607,0.483001413,-0.066236295,223.28%,-0.01,1.23,0.08049695083006703
1602,1602,2021/1/30,34314.26,32584.332,32663.748,34616.257,34641.227,28197.67467,911.09,0.0273,209.76%,81.96%,8634.03427,0.483923083,-0.059377083,255.94%,-0.02,1.56,-0.008939913414074532
1603,1603,2021/1/31,34318.1,32999.3,32541.66,34420.1575,34819.07833,28456.43433,3.84,0.0001,205.25%,82.08%,8705.005806,0.484414788,-0.052263828,250.05%,-0.01,1.5,-0.01913089098257093
1604,1604,2021/2/1,33136.46,33118.232,32775.518,34299.7335,34943.83533,28688.25917,-1181.64,-0.0344,196.01%,82.12%,8762.605191,0.484359745,-0.052243931,238.70%,0.0,1.39,-0.054288867833432446
1605,1605,2021/2/2,33522.9,33738.978,32827.57,34275.2875,34988.08333,28922.73183,386.44,0.0117,185.29%,82.06%,8821.616834,0.484319103,-0.035700879,225.79%,0.01,1.26,0.050629457037490076
1606,1606,2021/2/3,35529.66,34164.276,33170.562,34182.114,35072.37933,29203.718,2006.76,0.0599,201.79%,82.13%,8901.081016,0.485182263,-0.025892265,245.71%,0.01,1.46,0.1466018145833175
1607,1607,2021/2/4,37676.25,34836.674,33710.503,34108.003,35260.42,29512.4045,2146.59,0.0604,224.64%,82.33%,9001.917281,0.486880614,-0.012017611,272.84%,0.02,1.73,0.20593210472119278
1608,1608,2021/2/5,37002.09,35373.472,34186.386,34116.6815,35358.934,29806.145,-674.16,-0.0179,214.44%,82.42%,9091.018869,0.487996404,0.000411155,260.18%,0.02,1.6,0.10832371129013318
1609,1609,2021/2/6,38278.61,36401.902,34760.067,34227.352,35406.20733,30124.43167,1276.52,0.0345,227.61%,82.62%,9192.288901,0.489583204,0.028122037,275.49%,0.05,1.75,0.2968164683375316
1610,1610,2021/2/7,39323.26,37561.974,35650.476,34403.8645,35400.78133,30474.50483,1044.65,0.0273,230.64%,82.80%,9302.128779,0.491436456,0.061049293,278.57%,0.07,1.79,0.38339220820849296
1611,1611,2021/2/8,38928.1,38241.662,36202.969,34518.652,35342.70967,30814.07067,-395.16,-0.01,241.70%,83.05%,9404.450726,0.492952276,0.082024054,291.03%,0.08,1.91,0.3923499231547325
1612,1612,2021/2/9,46364.3,39979.272,37407.973,35035.8605,35546.829,31282.67967,7436.2,0.191,300.62%,83.88%,9601.74903,0.498247928,0.124693063,358.41%,0.11,2.58,0.8458032176266694
1613,1613,2021/2/10,46589.58,41896.77,38635.121,35588.3905,35825.14533,31758.68333,225.28,0.0049,295.58%,84.61%,9795.508583,0.503250265,0.169479415,349.37%,0.1,2.49,0.6318400993665927
1614,1614,2021/2/11,44878.17,43216.682,39809.292,36292.405,36136.253,32193.26217,-1711.41,-0.0367,281.15%,85.19%,9957.92833,0.506832773,0.195937,330.04%,0.09,2.3,0.5858758450021988
1615,1615,2021/2/12,48013.38,44954.706,41258.34,37042.955,36602.97167,32674.07717,3135.21,0.0699,304.36%,86.00%,10159.88544,0.511895423,0.228170937,353.91%,0.11,2.54,0.8437201431183883
1616,1616,2021/2/13,47471.4,46663.366,42452.514,37811.538,36938.914,33143.99067,-541.98,-0.0113,298.45%,86.73%,10346.45919,0.516180883,0.263257658,344.11%,0.09,2.44,0.741377009028602
1617,1617,2021/2/14,47185.19,46827.544,43403.408,38556.9555,37206.47133,33606.41467,-286.21,-0.006,283.82%,87.24%,10522.15892,0.519892131,0.258586002,325.34%,0.09,2.25,0.7300820149848325
